,County,Town,WellNO,Latitude,Latitude_X,Latitude_Y,Longitude,Longitude_,Longitude1,llmethod,Elev,TOC,Well_Depth,Bedrock_We,Elev_1,GW_Depth,Cased_Dept,Case1_Dia,Case1_Lnth,Case2_Dia,Case2_Lnth,SCR,SCR1_Lnth,YT_AvgDisc,Case2_Ln_1,DDLAT,DDLONG,geometry,group,obsnme,DEC_Well_N,Rock_Depth,ls_elev_m,gw_elev_m,x,y
137,SULLIVAN,Mamakating,U3741,41 37 32.9,37.5483333333,41.0,74 31 33.4,31.5566666667,74.0,EST,0.0,0.0,140,,0.0,20.0,0.0,7.0,100.0,0.0,0.0,N,0.0,20.0,0.0,41.62580556,-74.52594444,POINT (1760974.863313976 2268854.350095736),dec_all,U3741,,,426.06982,419.97382421875,1760974.8633139755,2268854.350095736
146,ULSTER,Wawarsing,U3717,41 40 53.6,40.8933333333,41.0,74 25 19.9,25.3316666667,74.0,GPS,0.0,0.0,185,,0.0,20.0,0.0,6.0,60.0,0.0,0.0,N,0.0,10.0,0.0,41.68155556,-74.42219444,POINT (1767932.107995518 2276860.019178016),dec_all,U3717,,,121.4704,115.37439794921875,1767932.107995518,2276860.019178016
147,SULLIVAN,Fallsburgh,SV1478,41 42 43.7,42.7283333333,41.0,74 36 33.7,36.5616666667,74.0,GPS,1838.0,1.5,300,Y,184.0,100.0,188.5,6.0,190.0,0.0,0.0,N,0.0,25.0,0.0,41.71213889,-74.60936111,POINT (1752094.200453269 2276728.902763677),dec_all,SV1478,,,359.7453,329.26530029296873,1752094.2004532688,2276728.902763677
148,SULLIVAN,Mamakating,SV1444,41 35 47.4,35.79,41.0,74 30 10.3,30.1716666667,74.0,,0.0,0.0,305,,0.0,25.0,0.0,6.0,225.0,0.0,0.0,N,0.0,25.0,0.0,41.5965,-74.50286111,POINT (1763570.983007689 2266086.263420453),dec_all,SV1444,,,323.9996,316.37960327148437,1763570.9830076892,2266086.2634204533
149,SULLIVAN,Mamakating,SV1454,41 36 51.0,36.85,41.0,74 27 49.2,27.82,74.0,GPS,0.0,0.0,167,,0.0,60.0,0.0,6.625,20.0,0.0,0.0,N,0.0,9.0,60.0,41.61416667,-74.46366667,POINT (1766286.991377766 2268740.809158672),dec_all,SV1454,,,230.81866,212.53066455078124,1766286.9913777665,2268740.8091586716
150,SULLIVAN,Fallsburgh,SV1494,41 40 19.0,40.3166666667,41.0,74 34 37.5,34.625,74.0,GPS,0.0,0.0,600,,0.0,50.0,0.0,6.0,40.0,0.0,0.0,N,0.0,3.5,50.0,41.67194444,-74.57708333,POINT (1755698.50551446 2272940.437844268),dec_all,SV1494,,,446.01544,430.77544189453124,1755698.5055144597,2272940.4378442676
151,SULLIVAN,Fallsburgh,SV1500,41 47 38.3,47.6383333333,41.0,74 34 28.2,34.47,74.0,GPS,1377.0,1.330000043,350,Y,20.0,30.0,0.0,6.625,44.0,0.0,0.0,N,0.0,5.0,0.0,41.79397222,-74.5745,POINT (1752854.204659623 2286297.043594108),dec_all,SV1500,,,410.08798,400.94398217773437,1752854.2046596233,2286297.0435941084
153,SULLIVAN,Thompson,SV1255,41 39 30.8,39.5133333333,41.0,74 36 24.6,36.41,74.0,GPS,0.0,0.0,420,,0.0,10.0,0.0,6.0,166.0,0.0,0.0,N,0.0,6.199999809,10.0,41.65855556,-74.60683333,POINT (1753636.159643631 2270930.725597233),dec_all,SV1255,,,336.34402,333.2960246582031,1753636.1596436314,2270930.725597233
155,SULLIVAN,Fallsburgh,SV1527,41 41 02.6,41.0433333333,41.0,74 33 10.6,33.1766666667,74.0,GPS,1251.0,1.330000043,700,Y,10.0,500.0,38.66999817,6.625,40.0,0.0,0.0,N,0.0,1.5,500.0,41.68405556,-74.55294444,POINT (1757339.842441187 2274707.540800135),dec_all,SV1527,,,372.91446,220.51445922851562,1757339.8424411865,2274707.5408001347
156,SULLIVAN,Mamakating,SV1481,41 36 18.0,36.3,41.0,74 29 49.2,29.82,74.0,,0.0,0.0,360,,0.0,150.0,0.0,6.0,40.0,0.0,0.0,N,0.0,5.0,150.0,41.605,-74.497,POINT (1763830.175253538 2267122.047443755),dec_all,SV1481,,,388.69678,342.97677734375,1763830.1752535377,2267122.047443755
159,SULLIVAN,Mamakating,SV1429,41 35 23.1,35.385,41.0,74 30 21.1,30.3516666667,74.0,GPS,0.0,1.5,480,Y,5.0,109.0,50.0,6.0,50.0,0.0,0.0,N,0.0,10.0,109.0,41.58975,-74.50586111,POINT (1763498.48380356 2265294.424463515),dec_all,SV1429,,,321.91196,288.68875678710936,1763498.4838035603,2265294.424463515
162,SULLIVAN,Mamakating,SV1394,41 36 23.4,36.39,41.0,74 29 59.4,29.99,74.0,GPS,0.0,0.0,460,,0.0,150.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.6065,-74.49983333,POINT (1763564.089545718 2267233.052760639),dec_all,SV1394,,,415.13693,369.41693237304685,1763564.0895457184,2267233.0527606388
163,SULLIVAN,Mamakating,SV1395,41 35 28.8,35.48,41.0,74 29 53.4,29.89,74.0,GPS,0.0,0.0,480,,0.0,200.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59133333,-74.49816667,POINT (1764079.22079918 2265609.91151516),dec_all,SV1395,,,322.37793,261.4179296875,1764079.2207991804,2265609.9115151595
164,SULLIVAN,Mamakating,SV1507,41 35 25.2,35.42,41.0,74 29 47.4,29.79,74.0,GPS,0.0,0.0,560,,0.0,150.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59033333,-74.4965,POINT (1764238.725542411 2265531.790618985),dec_all,SV1507,,,326.1477,280.427705078125,1764238.7255424112,2265531.790618985
165,SULLIVAN,Mamakating,SV1516,41 38 45.6,38.76,41.0,74 31 34.8,31.58,74.0,GPS,0.0,0.0,560,,0.0,30.0,0.0,6.0,120.0,0.0,0.0,N,0.0,10.0,30.0,41.646,-74.52633333,POINT (1760437.202666901 2271049.607624755),dec_all,SV1516,,,436.95715,427.8131533203125,1760437.2026669008,2271049.6076247552
166,SULLIVAN,Mamakating,SV1517,41 38 27.0,38.45,41.0,74 31 49.8,31.83,74.0,GPS,0.0,0.0,360,,0.0,50.0,0.0,6.0,180.0,0.0,0.0,N,0.0,20.0,50.0,41.64083333,-74.5305,POINT (1760230.958674217 2270408.936606438),dec_all,SV1517,,,440.05075,424.81075073242187,1760230.9586742173,2270408.936606438
167,SULLIVAN,Mamakating,SV1518,41 38 09.0,38.15,41.0,74 31 39.0,31.65,74.0,GPS,0.0,0.0,220,,0.0,50.0,0.0,6.0,80.0,0.0,0.0,N,0.0,20.0,50.0,41.63583333,-74.5275,POINT (1760598.074409757 2269919.192721779),dec_all,SV1518,,,437.84036,422.6003625488281,1760598.0744097568,2269919.1927217795
168,SULLIVAN,Mamakating,SV1519,41 38 15.0,38.25,41.0,74 31 31.8,31.53,74.0,GPS,0.0,0.0,300,,0.0,25.0,0.0,6.0,80.0,0.0,0.0,N,0.0,20.0,25.0,41.6375,-74.5255,POINT (1760717.471905122 2270138.017999326),dec_all,SV1519,,,432.62503,425.0050305175781,1760717.4719051218,2270138.0179993263
169,SULLIVAN,Mamakating,SV1549,41 35 22.2,35.37,41.0,74 26 22.8,26.38,74.0,GPS,0.0,0.0,370,,0.0,60.0,0.0,6.0,50.0,0.0,0.0,N,0.0,0.0,0.0,41.5895,-74.43966667,POINT (1768842.383526626 2266497.369654229),dec_all,SV1549,,,365.94623,347.65822802734374,1768842.3835266258,2266497.369654229
170,SULLIVAN,Mamakating,SV1550,41 35 23.4,35.39,41.0,74 26 20.4,26.34,74.0,GPS,0.0,0.0,370,,0.0,60.0,0.0,6.0,50.0,0.0,0.0,N,0.0,0.0,0.0,41.58983333,-74.439,POINT (1768887.745426134 2266546.126467889),dec_all,SV1550,,,365.1243,346.8362980957031,1768887.7454261342,2266546.126467889
171,SULLIVAN,Mamakating,SV1534,41 35 30.0,35.5,41.0,74 30 06.6,30.11,74.0,GPS,1202.0,2.0,420,,0.0,80.0,0.0,6.0,40.0,0.0,0.0,N,0.0,7.0,0.0,41.59166667,-74.50183333,POINT (1763775.178569797 2265578.208393974),dec_all,SV1534,,,340.08105,315.6970546875,1763775.1785697972,2265578.208393974
172,SULLIVAN,Mamakating,SV1321,41 35 31.8,35.53,41.0,74 29 55.8,29.93,74.0,GPS,1190.0,2.0,510,,0.0,160.0,0.0,6.0,40.0,0.0,0.0,N,0.0,7.0,0.0,41.59216667,-74.49883333,POINT (1764004.541614479 2265688.421206525),dec_all,SV1321,,,322.94077,274.17276538085935,1764004.5416144794,2265688.421206525
173,SULLIVAN,Mamakating,SV1392,41 35 19.0,35.3166666667,41.0,74 26 43.0,26.7166666667,74.0,,0.0,0.0,360,,0.0,10.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.58861111,-74.44527778,POINT (1768412.331785641 2266296.013493523),dec_all,SV1392,,,302.419,299.37100634765625,1768412.331785641,2266296.0134935235
175,ULSTER,Wawarsing,SV1597,41 44 11.5,44.1916666667,41.0,74 30 51.4,30.8566666667,74.0,GPS,0.0,0.0,300,,0.0,40.0,0.0,6.0,40.0,0.0,0.0,N,0.0,6.0,40.0,41.73652778,-74.51427778,POINT (1759137.809111508 2281145.346883765),dec_all,SV1597,,,317.629,305.43699780273437,1759137.8091115078,2281145.3468837654
178,SULLIVAN,Mamakating,SV1542,41 35 25.6,35.4266666667,41.0,74 30 05.0,30.0833333333,74.0,GPS,1140.0,0.0,380,,0.0,110.0,0.0,6.0,40.0,0.0,0.0,N,0.0,20.0,110.0,41.59044444,-74.50138889,POINT (1763841.697765951 2265453.159039304),dec_all,SV1542,,,349.33582,315.8078154296875,1763841.6977659513,2265453.159039304
181,SULLIVAN,Thompson,SV1607,41 37 59.6,37.9933333333,41.0,74 36 03.5,36.0583333333,74.0,GPS,0.0,0.0,315,,0.0,85.0,0.0,6.0,40.0,0.0,0.0,N,0.0,100.0,0.0,41.63322222,-74.60097222,POINT (1754741.438792748 2268275.498518911),dec_all,SV1607,,,437.03806,411.13005541992186,1754741.4387927484,2268275.4985189107
182,SULLIVAN,Fallsburgh,SV1619,41 47 35.2,47.5866666667,41.0,74 34 23.8,34.3966666667,74.0,GPS,1297.0,1.5,375,Y,38.0,15.0,0.0,7.0,63.0,0.0,0.0,N,0.0,5.0,0.0,41.79311111,-74.57327778,POINT (1752974.03604207 2286225.677717791),dec_all,SV1619,,,393.74576,389.1737580566406,1752974.0360420698,2286225.677717791
186,SULLIVAN,Mamakating,SV1493,41 39 26.6,39.4433333333,41.0,74 30 44.0,30.7333333333,74.0,GPS,0.0,0.0,300,,0.0,48.0,0.0,6.0,35.0,0.0,0.0,N,0.0,15.0,48.0,41.65738889,-74.51222222,POINT (1761288.551502183 2272553.134657009),dec_all,SV1493,,,454.40256,439.77215737304687,1761288.551502183,2272553.134657009
189,SULLIVAN,Mamakating,SV1620,41 35 46.3,35.7716666667,41.0,74 31 04.8,31.08,74.0,GPS,0.0,0.0,198,,0.0,118.0,0.0,6.0,40.0,0.0,0.0,N,0.0,10.0,118.0,41.59619444,-74.518,POINT (1762357.924579287 2265772.095970259),dec_all,SV1620,,,404.98312,369.01672377929685,1762357.9245792874,2265772.095970259
193,SULLIVAN,Neversink,SV1314,41 48 49.0,48.8166666667,41.0,74 37 55.0,37.9166666667,74.0,GPS,0.0,0.0,426,,0.0,5.0,0.0,6.0,132.0,0.0,0.0,N,0.0,62.0,4.0,41.81361111,-74.63194444,POINT (1747744.243655164 2287380.931067088),dec_all,SV1314,,,380.38828,378.8642751464844,1747744.243655164,2287380.9310670877
195,SULLIVAN,Mamakating,SV1469,41 36 53.9,36.8983333333,41.0,74 27 44.1,27.735,74.0,GPS,778.0,0.0,375,,0.0,110.0,0.0,6.0,110.0,0.0,0.0,N,0.0,5.0,110.0,41.61497222,-74.46225,POINT (1766380.926124346 2268854.984142719),dec_all,SV1469,,,229.60579,196.07778918457032,1766380.9261243462,2268854.9841427193
196,SULLIVAN,Thompson,SV1657,41 37 58.4,37.9733333333,41.0,74 35 56.4,35.94,74.0,GPS,0.0,0.0,300,,0.0,65.0,0.0,6.0,40.0,0.0,0.0,N,0.0,100.0,0.0,41.63288889,-74.599,POINT (1754908.749265358 2268275.555828635),dec_all,SV1657,,,432.3606,412.548595703125,1754908.7492653579,2268275.5558286346
197,SULLIVAN,Mamakating,SV1658,41 40 30.5,40.5083333333,41.0,74 29 26.2,29.4366666667,74.0,GPS,0.0,0.0,350,,0.0,190.0,0.0,6.0,40.0,0.0,0.0,N,0.0,6.0,0.0,41.67513889,-74.49061111,POINT (1762583.871814248 2274889.49699715),dec_all,SV1658,,,384.90085,326.98884838867184,1762583.8718142484,2274889.4969971497
198,ORANGE,Middletown,O6269,41 49 16.3,49.2716666667,41.0,74 35 00.1,35.0016666667,74.0,GPS,0.0,0.0,123,,0.0,23.0,0.0,6.0,92.0,0.0,0.0,N,0.0,8.0,25.0,41.82119444,-74.58336111,POINT (1751460.972476732 2289102.432118366),dec_all,O6269,,,522.0652,515.054785546875,1751460.9724767318,2289102.4321183655
199,SULLIVAN,Liberty,SV1660,41 36 28.5,36.475,41.0,74 29 57.8,29.9633333333,74.0,GPS,0.0,0.0,720,,0.0,60.0,0.0,6.0,10.0,0.0,0.0,N,0.0,5.0,60.0,41.60791667,-74.49938889,POINT (1763564.357300072 2267395.801095659),dec_all,SV1660,,,433.43692,415.1489201660156,1763564.357300072,2267395.801095659
201,SULLIVAN,Mamakating,SV1496,41 38 58.4,38.9733333333,41.0,74 27 59.6,27.9933333333,74.0,GPS,1179.0,1.5,225,Y,210.0,68.0,38.5,6.0,40.0,0.0,0.0,N,0.0,10.0,68.0,41.64955556,-74.46655556,POINT (1765164.429619693 2272546.191120898),dec_all,SV1496,,,359.25116,338.52475966796874,1765164.4296196934,2272546.191120898
202,SULLIVAN,Thompson,SV1668,41 37 14.7,37.245,41.0,74 33 37.9,33.6316666667,74.0,EST,1650.0,1.669999957,355,Y,0.0,30.0,30.0,6.625,30.0,0.0,0.0,N,0.0,30.0,20.0,41.62075,-74.56052778,POINT (1758313.737680073 2267662.59779662),dec_all,SV1668,,,464.93033,455.7863283691406,1758313.737680073,2267662.5977966203
203,ULSTER,Wawarsing,U3433,41 43 00.1,43.0016666667,41.0,74 30 43.8,30.73,74.0,GPS,0.0,0.0,152,,0.0,150.0,0.0,6.0,10.0,0.0,0.0,N,0.0,10.0,31.0,41.71669444,-74.51216667,POINT (1759805.235740811 2279021.627912754),dec_all,U3433,,,350.02606,304.3060620117187,1759805.2357408113,2279021.627912754
204,SULLIVAN,Fallsburgh,SV920,41 48 13.7,48.2283333333,41.0,74 35 31.3,35.5216666667,74.0,GPS,1425.0,2.0,380,Y,0.0,40.0,40.0,6.0,40.0,0.0,0.0,N,0.0,2.0,40.0,41.80380556,-74.59202778,POINT (1751198.821006954 2287046.314923216),dec_all,SV920,,,416.46512,404.2731184082031,1751198.8210069542,2287046.314923216
205,SULLIVAN,Neversink,SV1546,41 49 24.5,49.4083333333,41.0,74 36 20.0,36.3333333333,74.0,GPS,0.0,0.0,500,,0.0,80.0,0.0,6.0,10.0,0.0,0.0,N,0.0,0.0,80.0,41.82347222,-74.60555556,POINT (1749619.795979137 2288942.015882022),dec_all,SV1546,,,428.36063,403.9766262207031,1749619.7959791366,2288942.0158820217
209,ULSTER,Wawarsing,U8311,41 43 58.9,43.9816666667,41.0,74 28 57.9,28.965,74.0,,0.0,0.0,320,,0.0,140.0,0.0,6.0,140.0,0.0,0.0,N,0.0,20.0,140.0,41.73302778,-74.48275,POINT (1761762.826390352 2281347.731497073),dec_all,U8311,,,311.70483,269.032833984375,1761762.826390352,2281347.7314970726
211,SULLIVAN,Mamakating,SV1767,41 38 58.0,38.9666666667,41.0,74 26 27.4,26.4566666667,74.0,GPS,0.0,2.0,421,,0.0,44.0,0.0,6.0,142.0,0.0,0.0,N,0.0,0.0,0.0,41.64944444,-74.44094444,POINT (1767230.53328418 2273010.058496621),dec_all,SV1767,,,142.80914,129.39794306640624,1767230.53328418,2273010.058496621
212,SULLIVAN,Mamakating,SV1780,41 38 55.1,38.9183333333,41.0,74 26 29.3,26.4883333333,74.0,GPS,0.0,2.0,540,,0.0,44.0,0.0,6.0,118.0,0.0,0.0,N,0.0,0.0,0.0,41.64863889,-74.44147222,POINT (1767208.289901906 2272912.407734396),dec_all,SV1780,,,142.63617,129.22496943359374,1767208.2899019062,2272912.407734396
215,SULLIVAN,Fallsburgh,SV1824,41 45 57.7,45.9616666667,41.0,74 33 83.8,34.3966666667,74.0,GPS,1249.0,2.0,402,,0.0,19.39999962,0.0,6.0,20.0,0.0,0.0,N,0.0,10.0,19.0,41.76602778,-74.57327778,POINT (1753651.505344361 2283272.010291153),dec_all,SV1824,,,417.51648,411.6033596080115,1753651.5053443613,2283272.0102911526
216,SULLIVAN,Fallsburgh,SV1823,41 45 63.3,46.055,41.0,74 33 72.7,34.2116666667,74.0,GPS,1240.0,2.0,402,,0.0,9.399999619,0.0,6.0,25.0,0.0,0.0,N,0.0,99.0,9.3,41.76758333,-74.57019444,POINT (1753860.650072201 2283498.558371503),dec_all,SV1823,,,418.23965,415.3745346571444,1753860.650072201,2283498.558371503
217,SULLIVAN,Fallsburgh,SV1822,41 45 52.1,45.8683333333,41.0,74 33 88.5,34.475,74.0,GPS,1203.0,2.0,402,,0.0,28.10000038,0.0,6.0,33.0,0.0,0.0,N,0.0,10.0,28.1,41.76447222,-74.57458333,POINT (1753585.379780078 2283078.269412422),dec_all,SV1822,,,414.18558,405.62069727675413,1753585.379780078,2283078.2694124216
218,SULLIVAN,Fallsburgh,SV1814,41 46 55.1,46.9183333333,41.0,74 34 08.8,34.1466666667,74.0,GPS,1475.0,2.0,600,Y,100.0,100.0,138.0,6.625,140.0,0.0,0.0,N,0.0,8.0,100.0,41.78197222,-74.56911111,POINT (1753587.806013255 2285087.775238786),dec_all,SV1814,,,447.00998,416.52997924804686,1753587.8060132554,2285087.775238786
219,SULLIVAN,Mamakating,SV1458,41 35 26.2,35.4366666667,41.0,74 30 03.8,30.0633333333,74.0,GPS,1199.0,0.0,300,,0.0,110.0,0.0,6.0,100.0,0.0,0.0,N,0.0,10.0,110.0,41.59061111,-74.50105556,POINT (1763864.393732535 2265477.523030976),dec_all,SV1458,,,350.97214,317.44413745117185,1763864.3937325354,2265477.5230309763
220,SULLIVAN,Mamakating,SV1525,41 39 15.7,39.2616666667,41.0,74 27 12.1,27.2016666667,74.0,GPS,0.0,0.0,120,Y,0.0,20.0,0.0,6.0,20.0,0.0,0.0,N,0.0,10.0,20.0,41.65436111,-74.45336111,POINT (1766106.544174148 2273315.346720114),dec_all,SV1525,,,213.0542,206.95819921875,1766106.544174148,2273315.3467201144
221,SULLIVAN,Mamakating,SV1849,41 34 58.4,34.9733333333,41.0,74 32 28.3,32.4716666667,74.0,GPS,0.0,1.5,220,,0.0,62.0,0.0,6.0,40.0,0.0,0.0,N,0.0,10.0,62.0,41.58288889,-74.54119444,POINT (1760820.934135597 2263890.928067602),dec_all,SV1849,,,455.48224,436.58463876953124,1760820.934135597,2263890.928067602
222,SULLIVAN,Mamakating,SV1926,41 35 28.7,35.4783333333,41.0,74 30 07.6,30.1266666667,74.0,GPS,889.0,1.5,340,,0.0,190.0,0.0,0.0,0.0,0.0,0.0,N,0.0,5.0,190.0,41.59130556,-74.50211111,POINT (1763761.842923673 2265533.669754456),dec_all,SV1926,,,341.98657,284.07457226562497,1763761.8429236733,2265533.669754456
223,SULLIVAN,Mamakating,SV1929,41 35 24.0,35.4,41.0,74 29 59.7,29.995,74.0,GPS,1171.0,1.5,380,,0.0,85.0,0.0,0.0,40.0,0.0,0.0,N,0.0,4.0,85.0,41.59,-74.49991667,POINT (1763971.574465149 2265432.013662414),dec_all,SV1929,,,353.6013,327.69328784179686,1763971.5744651493,2265432.013662414
224,SULLIVAN,Mamakating,SV1950,41 39 16.6,39.2766666667,41.0,74 27 14.3,27.2383333333,74.0,GPS,737.0,1.5,120,Y,0.0,29.0,0.0,6.0,20.0,0.0,0.0,N,0.0,20.0,29.0,41.65461111,-74.45397222,POINT (1766051.026112691 2273331.250356581),dec_all,SV1950,,,222.47856,213.63936140136718,1766051.0261126908,2273331.2503565806
228,SULLIVAN,Mamakating,SV1206,41 35 27.0,35.45,41.0,74 30 02.7,30.045,74.0,GPS,0.0,1.5,340,,0.0,90.0,0.0,6.0,140.0,0.0,0.0,N,0.0,15.0,90.0,41.59083333,-74.50075,POINT (1763883.455746027 2265507.43000302),dec_all,SV1206,,,347.1246,319.69260327148436,1763883.4557460274,2265507.43000302
229,SULLIVAN,Mamakating,SV1874,41 38 01.0,38.0166666667,41.0,74 28 22.8,28.38,74.0,GPS,0.0,1.5,260,Y,95.0,35.0,118.5,6.0,120.0,0.0,0.0,N,0.0,10.0,35.0,41.63361111,-74.473,POINT (1765045.95874541 2270687.795899349),dec_all,SV1874,,,350.46722,339.79922412109374,1765045.95874541,2270687.795899349
230,SULLIVAN,Mamakating,SV1596,41 33 49.8,33.83,41.0,74 27 45.3,27.755,74.0,MAP,1021.0,1.5,225,,0.0,77.0,0.0,6.0,40.0,0.0,0.0,N,0.0,15.0,77.0,41.56383333,-74.46258333,POINT (1767640.014023291 2263272.027631446),dec_all,SV1596,,,313.41467,289.9450728515625,1767640.0140232912,2263272.0276314463
231,SULLIVAN,Mamakating,SV1682,41 35 57.9,35.965,41.0,74 30 39.6,30.66,74.0,GPS,732.0,1.0,320,,0.0,3.0,0.0,10.0,20.0,6.0,100.0,N,0.0,4.0,6.0,41.59941667,-74.511,POINT (1762841.529238726 2266253.35583639),dec_all,SV1682,,,385.06927,384.15487490234375,1762841.5292387258,2266253.3558363896
233,SULLIVAN,Fallsburgh,SV1698,41 39 47.1,39.785,41.0,74 35 11.1,35.185,74.0,GPS,1540.0,1.5,300,,0.0,158.0,0.0,6.0,80.0,0.0,0.0,N,0.0,10.0,158.0,41.66308333,-74.58641667,POINT (1755168.138312468 2271801.518874037),dec_all,SV1698,,,440.13452,391.97612148437497,1755168.1383124676,2271801.5188740366
234,SULLIVAN,Mamakating,SV1737,41 35 50.2,35.8366666667,41.0,74 29 59.5,29.9916666667,74.0,,1162.0,2.0,300,,0.0,80.0,0.0,6.0,160.0,0.0,0.0,N,0.0,0.0,0.0,41.59727778,-74.49986111,POINT (1763793.357455167 2266226.76441166),dec_all,SV1737,,,347.84167,323.4576748046875,1763793.3574551668,2266226.7644116604
240,SULLIVAN,Mamakating,SV1776,41 39 15.2,39.2533333333,41.0,74 31 59.5,31.9916666667,74.0,GPS,797.0,1.5,200,,0.0,30.0,0.0,6.0,0.0,0.0,0.0,N,0.0,15.0,0.0,41.65422222,-74.53319444,POINT (1759678.242272477 2271819.26983385),dec_all,SV1776,,,458.16342,449.01942163085937,1759678.2422724767,2271819.2698338497
242,SULLIVAN,Fallsburgh,SV1790,41 45 36.8,45.6133333333,41.0,74 34 07.9,34.1316666667,74.0,GPS,1328.0,2.0,600,Y,4.0,450.0,40.0,6.625,42.0,0.0,0.0,N,0.0,1.5,500.0,41.76022222,-74.56886111,POINT (1754152.089680757 2282720.369238925),dec_all,SV1790,,,399.1468,261.9867895507813,1754152.0896807567,2282720.369238925
243,SULLIVAN,Mamakating,SV1791,41 38 56.6,38.9433333333,41.0,74 26 14.2,26.2366666667,74.0,GPS,0.0,22.0,80,,0.0,6.0,0.0,6.0,92.80000305,0.0,0.0,N,0.0,0.0,0.0,41.64905556,-74.43727778,POINT (1767535.70971015 2273035.846516576),dec_all,SV1791,,,130.84547,129.01667424316406,1767535.7097101498,2273035.8465165757
244,SULLIVAN,Mamakating,SV1831,41 39 09.8,39.1633333333,41.0,74 31 17.7,31.295,74.0,GPS,0.0,1.0,280,,0.0,31.0,0.0,6.0,50.59999847,0.0,0.0,N,0.0,0.0,0.0,41.65272222,-74.52158333,POINT (1760651.387486716 2271870.734190129),dec_all,SV1831,,,449.583,440.1342078125,1760651.387486716,2271870.734190129
245,SULLIVAN,Fallsburgh,SV1871,41 39 11.5,39.1916666667,41.0,74 32 46.0,32.7666666667,74.0,GPS,1425.0,2.0,120,,0.0,20.0,0.0,6.599999905,40.0,0.0,0.0,N,0.0,25.0,0.0,41.65319444,-74.54611111,POINT (1758663.234786866 2271468.07367372),dec_all,SV1871,,,447.6107,441.51468725585937,1758663.2347868658,2271468.0736737195
246,SULLIVAN,Fallsburgh,SV1875,41 40 12.4,40.2066666667,41.0,74 32 31.9,32.5316666667,74.0,GPS,1647.0,2.0,520,,0.0,50.0,0.0,6.599999905,40.0,0.0,0.0,N,0.0,5.0,50.0,41.67011111,-74.54219444,POINT (1758555.011023601 2273385.562833001),dec_all,SV1875,,,381.50845,366.2684533691406,1758555.0110236008,2273385.5628330014
247,SULLIVAN,Fallsburgh,SV1941,41 46 06.4,46.1066666667,41.0,74 36 41.8,36.6966666667,74.0,,0.0,1.0,125,,0.0,10.0,0.0,6.0,100.0,0.0,0.0,N,0.0,60.0,10.0,41.76844444,-74.61161111,POINT (1750507.002480365 2282828.851046474),dec_all,SV1941,,,370.06064,367.0126384277344,1750507.0024803646,2282828.8510464737
248,SULLIVAN,Fallsburgh,SV1946,41 46 55.4,46.9233333333,41.0,74 34 00.3,34.005,74.0,EST,1480.0,2.0,700,Y,60.0,100.0,68.0,6.625,70.0,0.0,0.0,N,0.0,7.0,100.0,41.78205556,-74.56675,POINT (1753775.632415216 2285140.434442376),dec_all,SV1946,,,448.82343,418.34342529296873,1753775.6324152157,2285140.434442376
249,SULLIVAN,Thompson,SV2013,41 37 12.7,37.2116666667,41.0,74 33 33.5,33.5583333333,74.0,EST,1212.0,2.0,525,Y,23.0,150.0,38.0,6.625,40.0,0.0,0.0,N,0.0,10.0,150.0,41.62019444,-74.55930556,POINT (1758426.177209474 2267624.61529511),dec_all,SV2013,,,460.2455,414.5255139160156,1758426.1772094744,2267624.6152951103
251,SULLIVAN,Mamakating,SV2072,41 37 01.4,37.0233333333,41.0,74 27 52.3,27.8716666667,74.0,GPS,1158.0,0.0,250,,0.0,60.0,0.0,8.0,34.0,6.0,120.0,N,0.0,10.0,60.0,41.61705556,-74.46452778,POINT (1766144.944530739 2269039.8349973),dec_all,SV2072,,,245.71268,227.4246770019531,1766144.944530739,2269039.8349972996
252,SULLIVAN,Thompson,SV1811,41 38 05.6,38.0933333333,41.0,74 34 42.7,34.7116666667,74.0,GPS,1509.0,2.0,440,,0.0,80.0,0.0,6.0,10.0,0.0,0.0,N,0.0,10.0,80.0,41.63488889,-74.57852778,POINT (1756508.957524973 2268871.932835398),dec_all,SV1811,,,464.5107,440.12671166992186,1756508.9575249734,2268871.932835398
253,ULSTER,Wawarsing,U4315,41 43 30.6,43.51,41.0,74 31 13.2,31.22,74.0,GPS,1057.0,2.0,300,Y,5.0,45.0,40.0,6.0,40.0,0.0,0.0,N,0.0,25.0,45.0,41.72516667,-74.52033333,POINT (1758935.380478568 2279794.336853858),dec_all,U4315,,,347.85675,334.14075048828124,1758935.380478568,2279794.3368538576
254,SULLIVAN,Mamakating,SV1927,41 35 57.6,35.96,41.0,74 29 52.4,29.8733333333,74.0,GPS,1244.0,1.5,320,,0.0,22.0,0.0,6.0,160.0,0.0,0.0,N,0.0,7.0,22.0,41.59933333,-74.49788889,POINT (1763900.775177435 2266487.54747642),dec_all,SV1927,,,357.10373,350.39812924804687,1763900.775177435,2266487.54747642
