,County,Town,WellNO,Latitude,Latitude_X,Latitude_Y,Longitude,Longitude_,Longitude1,llmethod,Elev,TOC,Well_Depth,Bedrock_We,Elev_1,GW_Depth,Cased_Dept,Case1_Dia,Case1_Lnth,Case2_Dia,Case2_Lnth,SCR,SCR1_Lnth,YT_AvgDisc,Case2_Ln_1,DDLAT,DDLONG,geometry,group,obsnme,DEC_Well_N,Rock_Depth,ls_elev_m,gw_elev_m,x,y
33,SULLIVAN,Mamakating,SV946,41 35 51.5,35.8583333333,41.0,74 31 08.0,31.1333333333,74.0,EST,1469.0,2.0,535,Y,5.0,200.0,38.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59763889,-74.51888889,POINT (1762250.018320591 2265913.151538201),dec_all,SV946,,,427.68582,366.72582153320315,1762250.0183205912,2265913.151538201
34,ORANGE,N/A,SV949,41 32 41.0,32.6833333333,41.0,74 29 13.0,29.2166666667,74.0,,0.0,0.0,810,,0.0,50.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.54472222,-74.48694444,POINT (1766154.972607292 2260734.868388979),dec_all,SV949,,,348.4625,333.22249389648437,1766154.972607292,2260734.8683889788
35,SULLIVAN,Mamakating,SV953,41 33 04.8,33.08,41.0,74 30 35.4,30.59,74.0,GPS,570.0,2.0,385,Y,90.0,20.0,108.0,6.0,110.0,0.0,0.0,N,0.0,0.0,0.0,41.55133333,-74.50983333,POINT (1764142.129592605 2261030.772648487),dec_all,SV953,,,164.26033,158.1643302001953,1764142.1295926054,2261030.772648487
36,SULLIVAN,Mamakating,SV969,41 35 53.6,35.8933333333,41.0,74 31 05.3,31.0883333333,74.0,EST,1475.0,2.0,360,Y,5.0,100.0,38.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59822222,-74.51813889,POINT (1762295.863392701 2265990.680303753),dec_all,SV969,,,427.1585,396.67850830078123,1762295.8633927007,2265990.680303753
37,SULLIVAN,Fallsburgh,SV1014,41 41 53.3,41.8883333333,41.0,74 33 57.6,33.96,74.0,GPS,1149.0,1.5,375,Y,1.0,150.0,40.0,6.0,40.0,0.0,0.0,N,0.0,30.0,150.0,41.69813889,-74.566,POINT (1755935.860715388 2276002.217989606),dec_all,SV1014,,,380.43375,334.7137463378906,1755935.8607153879,2276002.217989606
38,SULLIVAN,Fallsburgh,SV931,41 48 06.2,48.1033333333,41.0,74 39 09.5,39.1583333333,74.0,GPS,1479.0,2.0,380,Y,0.0,100.0,58.0,6.0,60.0,0.0,0.0,N,0.0,8.0,100.0,41.80172222,-74.65263889,POINT (1746376.47504663 2285703.73068473),dec_all,SV931,,,447.50784,417.0278430175781,1746376.4750466296,2285703.7306847298
39,SULLIVAN,Neversink,SV937,41 49 54.7,49.9116666667,41.0,74 36 56.1,36.935,74.0,GPS,1725.0,2.0,480,Y,0.0,200.0,118.0,6.0,120.0,0.0,0.0,N,0.0,4.0,200.0,41.83186111,-74.61558333,POINT (1748604.20125646 2289672.365578278),dec_all,SV937,,,518.4773,457.517294921875,1748604.2012564598,2289672.3655782784
40,ULSTER,Wawarsing,SV1052,41 46 33.8,46.5633333333,41.0,74 32 21.1,32.3516666667,74.0,,0.0,0.0,580,,0.0,80.0,0.0,6.0,40.0,0.0,0.0,N,0.0,1.0,0.0,41.77605556,-74.53919444,POINT (1756142.252743414 2284994.978099398),dec_all,SV1052,,,367.56866,343.18466455078124,1756142.2527434137,2284994.978099398
41,SULLIVAN,Fallsburgh,SV1050,41 48 49.7,48.8283333333,41.0,74 35 23.7,35.395,74.0,EST,0.0,0.0,385,Y,30.0,365.0,40.0,6.0,40.0,0.0,0.0,N,0.0,310.0,80.0,41.81380556,-74.58991667,POINT (1751118.637389221 2288175.812489351),dec_all,SV1050,,,432.26654,321.01454052734374,1751118.6373892212,2288175.8124893513
42,ULSTER,Wawarsing,U2686,41 42 18.8,42.3133333333,41.0,74 24 37.0,24.6166666667,74.0,GPS,0.0,0.0,165,,0.0,40.0,0.0,6.0,21.0,0.0,0.0,N,0.0,30.0,0.0,41.70522222,-74.41027778,POINT (1768295.1386048 2279662.039832626),dec_all,U2686,,,140.99773,128.80572644042968,1768295.1386047995,2279662.039832626
43,SULLIVAN,Thompson,SV1017,41 37 47.3,37.7883333333,41.0,74 33 21.8,33.3633333333,74.0,GPS,1653.0,2.0,498,Y,3.0,50.0,40.0,6.0,40.0,0.0,0.0,N,0.0,20.0,50.0,41.62980556,-74.55605556,POINT (1758447.537530533 2268733.059013837),dec_all,SV1017,,,459.20303,443.9630334472656,1758447.537530533,2268733.0590138366
44,SULLIVAN,Thompson,SV1064,41 37 12.3,37.205,41.0,74 33 36.4,33.6066666667,74.0,GPS,1631.0,1.0,274,Y,25.0,30.0,39.0,6.0,40.0,0.0,0.0,N,0.0,100.0,30.0,41.62008333,-74.56011111,POINT (1758364.017429982 2267597.591087004),dec_all,SV1064,,,460.3934,451.24940209960937,1758364.0174299818,2267597.591087004
48,SULLIVAN,Mamakating,SV1029,41 35 49.8,35.83,41.0,74 31 09.6,31.16,74.0,GPS,0.0,0.0,300,,0.0,60.0,0.0,6.0,42.0,0.0,0.0,N,0.0,0.0,0.0,41.59716667,-74.51933333,POINT (1762226.024532669 2265853.407288412),dec_all,SV1029,,,421.78,403.49199877929686,1762226.024532669,2265853.4072884116
49,SULLIVAN,Mamakating,SV1032,41 36 09.0,36.15,41.0,74 30 07.0,30.1166666667,74.0,GPS,0.0,0.0,360,,0.0,100.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.6025,-74.50194444,POINT (1763494.291705986 2266757.638101424),dec_all,SV1032,,,378.84116,348.36115600585936,1763494.2917059863,2266757.638101424
50,SULLIVAN,Mamakating,SV1070,41 35 28.2,35.47,41.0,74 30 18.0,30.3,74.0,GPS,1177.0,2.0,360,Y,5.0,60.0,40.0,6.0,42.0,0.0,0.0,N,0.0,0.0,0.0,41.59116667,-74.505,POINT (1763532.370074024 2265464.909488622),dec_all,SV1070,,,346.00943,327.7214299316406,1763532.3700740237,2265464.9094886216
52,SULLIVAN,Mamakating,SV1098,41 35 14.0,35.2333333333,41.0,74 27 52.0,27.8666666667,74.0,GPS,550.0,2.0,50,N,-999.0,8.5,37.0,8.0,39.0,0.0,0.0,Y,12.0,400.0,10.5,41.58722222,-74.46444444,POINT (1766901.787612756 2265788.048023311),dec_all,SV1098,,,158.61533,156.02452592773437,1766901.7876127556,2265788.048023311
54,SULLIVAN,Mamakating,SV1110,41 36 57.2,36.9533333333,41.0,74 27 51.4,27.8566666667,74.0,GPS,0.0,0.0,327,,0.0,95.0,0.0,6.0,30.0,0.0,0.0,N,0.0,28.5,95.0,41.61588889,-74.46427778,POINT (1766194.429496932 2268917.257326109),dec_all,SV1110,,,247.27412,218.3181241455078,1766194.4294969316,2268917.257326109
56,SULLIVAN,Fallsburgh,SV1108,41 47 47.7,47.795,41.0,74 34 54.7,34.9116666667,74.0,GPS,0.0,0.0,250,,0.0,35.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,35.0,41.79658333,-74.58186111,POINT (1752196.925387894 2286446.058159013),dec_all,SV1108,,,431.30905,420.64105151367187,1752196.9253878936,2286446.0581590133
57,SULLIVAN,Neversink,SV923,41 48 45.6,48.76,41.0,74 37 55.2,37.92,74.0,EST,0.0,2.0,248,Y,30.0,18.0,69.0,6.0,71.0,0.0,0.0,N,0.0,0.0,0.0,41.81266667,-74.632,POINT (1747763.336055826 2287276.899283455),dec_all,SV923,,,380.13376,374.6473585449219,1747763.3360558264,2287276.899283455
58,SULLIVAN,Thompson,SV1119,41 38 08.0,38.1333333333,41.0,74 34 04.4,34.0733333333,74.0,,0.0,0.0,398,,0.0,115.0,0.0,6.0,40.0,0.0,0.0,N,0.0,20.0,12.0,41.63555556,-74.56788889,POINT (1757349.801666177 2269141.336893715),dec_all,SV1119,,,466.1518,431.09979443359373,1757349.8016661773,2269141.3368937154
60,ULSTER,N/A,U2969,41 43 20.0,43.3333333333,41.0,74 22 07.2,22.12,74.0,GPS,0.0,0.0,175,,0.0,80.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.72222222,-74.36866667,POINT (1771215.006633867 2282290.243180509),dec_all,U2969,,,217.82373,193.43973046874999,1771215.0066338673,2282290.243180509
61,SULLIVAN,Mamakating,SV1011,41 39 21.8,39.3633333333,41.0,74 25 47.3,25.7883333333,74.0,EST,0.0,1.5,198,Y,110.0,15.0,119.0,6.0,119.0,0.0,0.0,N,0.0,25.0,0.0,41.65605556,-74.42980556,POINT (1767961.392285847 2273938.095204419),dec_all,SV1011,,,126.39999,121.82798626708984,1767961.3922858469,2273938.095204419
62,ULSTER,Wawarsing,U2982,41 47 24.4,47.4066666667,41.0,74 27 41.6,27.6933333333,74.0,GPS,0.0,0.0,295,,0.0,40.0,0.0,6.0,170.0,0.0,0.0,N,0.0,5.0,0.0,41.79011111,-74.46155556,POINT (1762033.116089204 2287964.69408212),dec_all,U2982,,,347.83426,335.6422590332031,1762033.1160892036,2287964.6940821204
64,SULLIVAN,N/A,SV1116,41 43 43.8,43.73,41.0,74 33 48.6,33.81,74.0,GPS,0.0,0.0,248,,0.0,25.0,0.0,6.0,20.0,0.0,0.0,N,0.0,8.0,0.0,41.72883333,-74.5635,POINT (1755368.984896227 2279396.06339734),dec_all,SV1116,,,386.81586,379.19585693359375,1755368.9848962273,2279396.0633973395
65,SULLIVAN,Thompson,SV1179,41 37 17.1,37.285,41.0,74 33 32.1,33.535,74.0,GPS,1481.0,1.0,217,Y,15.0,20.0,39.0,6.0,40.0,0.0,0.0,N,0.0,7.0,20.0,41.62141667,-74.55891667,POINT (1758426.929933808 2267765.123608382),dec_all,SV1179,,,460.19513,454.09912939453125,1758426.9299338083,2267765.1236083824
66,SULLIVAN,Fallsburgh,SV1188,41 40 02.9,40.0483333333,41.0,74 31 04.8,31.08,74.0,GPS,1326.0,1.5,325,Y,10.0,80.0,40.5,6.625,42.0,0.0,0.0,N,0.0,10.0,0.0,41.66747222,-74.518,POINT (1760570.160955482 2273545.731095776),dec_all,SV1188,,,367.94522,343.5612209472656,1760570.1609554822,2273545.731095776
67,SULLIVAN,Mamakating,SV1125,41 32 20.8,32.3466666667,41.0,74 28 50.0,28.8333333333,74.0,GPS,0.0,0.0,700,,0.0,42.5,0.0,6.0,44.0,0.0,0.0,N,0.0,0.0,0.0,41.53911111,-74.48055556,POINT (1766811.475499196 2260241.665613415),dec_all,SV1125,,,392.87283,379.9188332519531,1766811.4754991962,2260241.6656134147
68,SULLIVAN,Mamakating,SV1191,41 37 47.9,37.7983333333,41.0,74 27 00.1,27.0016666667,74.0,GPS,0.0,0.0,150,,0.0,150.0,0.0,6.0,146.0,0.0,0.0,N,0.0,50.0,0.0,41.62997222,-74.45002778,POINT (1766988.676382758 2270717.885197684),dec_all,SV1191,,,160.10324,114.38324096679688,1766988.6763827577,2270717.8851976837
75,SULLIVAN,N/A,SV1208,41 39 31.6,39.5266666667,41.0,74 36 26.1,36.435,74.0,GPS,0.0,0.0,140,,0.0,40.0,0.0,6.0,140.0,0.0,0.0,N,0.0,100.0,40.0,41.65877778,-74.60725,POINT (1753597.032621815 2270947.277018848),dec_all,SV1208,,,334.24698,322.0549787597656,1753597.0326218153,2270947.277018848
76,SULLIVAN,Wurtsboro,SV1209,41 39 34.0,39.5666666667,41.0,74 31 06.0,31.1,74.0,,0.0,0.0,260,,0.0,5.0,0.0,6.0,160.0,0.0,0.0,N,0.0,0.0,0.0,41.65944444,-74.51833333,POINT (1760744.649741658 2272664.065392517),dec_all,SV1209,,,440.47952,438.9555227050781,1760744.6497416585,2272664.0653925166
77,SULLIVAN,Wurtsboro,SV1190,41 35 07.4,35.1233333333,41.0,74 31 55.0,31.9166666667,74.0,,0.0,0.0,320,,0.0,45.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.58538889,-74.53194444,POINT (1761504.331309317 2264335.02830531),dec_all,SV1190,,,433.8745,420.15851171875,1761504.3313093171,2264335.0283053103
78,SULLIVAN,Wurtsboro,SV1173,41 35 74.0,36.2333333333,41.0,74 29 58.2,29.97,74.0,GPS,0.0,0.0,300,,0.0,80.0,0.0,6.0,200.0,0.0,0.0,N,0.0,0.0,0.0,41.60388889,-74.4995,POINT (1763656.511216925 2266954.472795269),dec_all,SV1173,,,382.07077,357.68677026367186,1763656.5112169245,2266954.4727952685
79,SULLIVAN,Mamakating,SV1164,41 36 02.3,36.0383333333,41.0,74 29 51.0,29.85,74.0,GPS,0.0,0.0,585,,0.0,200.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.60063889,-74.4975,POINT (1763899.353662982 2266637.149171598),dec_all,SV1164,,,344.55414,283.59413818359377,1763899.3536629821,2266637.1491715983
80,SULLIVAN,Mamakating,SV1162,41 35 43.8,35.73,41.0,74 29 58.2,29.97,74.0,GPS,0.0,0.0,260,,0.0,80.0,0.0,6.0,100.0,0.0,0.0,N,0.0,0.0,0.0,41.5955,-74.4995,POINT (1763867.103459716 2266039.581445811),dec_all,SV1162,,,315.01578,290.6317775878906,1763867.1034597158,2266039.581445811
81,SULLIVAN,Wurtsboro,SV1161,41 35 36.6,35.61,41.0,74 30 14.0,30.2333333333,74.0,,0.0,0.0,300,,0.0,75.0,0.0,6.0,70.0,0.0,0.0,N,0.0,0.0,0.0,41.5935,-74.50388889,POINT (1763563.405877993 2265740.006220703),dec_all,SV1161,,,317.99796,295.1379553222656,1763563.405877993,2265740.006220703
82,SULLIVAN,Mamakating,SV1159,41 35 05.5,35.0916666667,41.0,74 27 05.0,27.0833333333,74.0,GPS,0.0,0.0,360,,0.0,20.0,0.0,6.0,140.0,0.0,0.0,N,0.0,0.0,0.0,41.58486111,-74.45138889,POINT (1768013.929189458 2265773.379290296),dec_all,SV1159,,,363.12988,357.0338828125,1768013.9291894583,2265773.379290296
83,SULLIVAN,Mamakating,SV1158,41 37 00.0,37.0,41.0,74 27 04.5,27.075,74.0,GPS,0.0,0.0,400,,0.0,100.0,0.0,6.0,170.0,0.0,0.0,N,0.0,0.0,0.0,41.61666667,-74.45125,POINT (1767224.931207353 2269244.264140675),dec_all,SV1158,,,160.05182,129.57181884765626,1767224.9312073526,2269244.264140675
84,ORANGE,Wawayanda,O5124,41 42 48.0,42.8,41.0,74 29 17.0,29.2833333333,74.0,,0.0,0.0,150,,0.0,18.0,0.0,6.0,40.0,0.0,0.0,N,0.0,30.0,18.0,41.71333333,-74.48805556,POINT (1761830.468413023 2279101.850994259),dec_all,O5124,,,340.43906,334.9526563964844,1761830.4684130233,2279101.8509942587
89,SULLIVAN,Neversink,SV1260,41 49 22.8,49.38,41.0,74 36 35.6,36.5933333333,74.0,GPS,1377.0,1.0,300,Y,8.0,60.0,39.0,6.0,40.0,0.0,0.0,N,0.0,6.0,0.0,41.823,-74.60988889,POINT (1749283.216998231 2288810.7428726),dec_all,SV1260,,,439.76477,421.4767705078125,1749283.2169982307,2288810.7428726004
90,ULSTER,Wawarsing,U3288,41 42 20.4,42.34,41.0,74 24 37.2,24.62,74.0,GPS,0.0,0.0,160,,0.0,35.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.70566667,-74.41033333,POINT (1768279.465779047 2279709.462008431),dec_all,U3288,,,145.23926,134.5712578125,1768279.4657790468,2279709.462008431
95,SULLIVAN,Fallsburgh,SV1300,41 45 53.9,45.8983333333,41.0,74 37 34.3,37.5716666667,74.0,GPS,0.0,0.0,300,,0.0,40.0,0.0,7.0,41.0,0.0,0.0,N,0.0,50.0,0.0,41.76497222,-74.62619444,POINT (1749420.292863856 2282181.588091767),dec_all,SV1300,,,435.9376,423.74559155273437,1749420.2928638558,2282181.588091767
97,SULLIVAN,Mamakating,SV1227,41 35 55.8,35.93,41.0,74 29 47.4,29.79,74.0,GPS,1361.0,0.0,300,,0.0,100.0,0.0,6.0,140.0,0.0,0.0,N,0.0,0.0,0.0,41.59883333,-74.4965,POINT (1764025.313640717 2266458.797750401),dec_all,SV1227,,,370.99295,340.5129504394531,1764025.313640717,2266458.797750401
98,SULLIVAN,Mamakating,SV1242,41 36 00.0,36.0,41.0,74 30 00.2,30.0033333333,74.0,,0.0,0.0,220,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,41.6,-74.50005556,POINT (1763709.342418865 2266520.041195525),dec_all,SV1242,,,339.91928,336.8712810058594,1763709.3424188653,2266520.041195525
99,SULLIVAN,Mamakating,SV1249,41 35 54.6,35.91,41.0,74 29 48.6,29.81,74.0,GPS,0.0,0.0,360,,0.0,80.0,0.0,6.0,180.0,0.0,0.0,N,0.0,0.0,0.0,41.5985,-74.49683333,POINT (1764006.806250693 2266416.257725252),dec_all,SV1249,,,367.3577,342.9736965332031,1764006.806250693,2266416.257725252
100,SULLIVAN,Mamakating,SV1257,41 36 03.0,36.05,41.0,74 30 02.0,30.0333333333,74.0,,0.0,0.0,200,,0.0,35.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.60083333,-74.50055556,POINT (1763648.109325243 2266601.644899673),dec_all,SV1257,,,349.55695,338.88894580078124,1763648.1093252432,2266601.644899673
101,SULLIVAN,Mamakating,SV1273,41 35 41.0,35.6833333333,41.0,74 30 02.0,30.0333333333,74.0,,0.0,0.0,435,,0.0,100.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59472222,-74.50055556,POINT (1763801.513744644 2265935.164947783),dec_all,SV1273,,,299.23273,268.75272705078123,1763801.5137446437,2265935.164947783
102,SULLIVAN,Mamakating,SV1302,41 35 41.0,35.6833333333,41.0,74 29 56.4,29.94,74.0,GPS,0.0,0.0,535,,0.0,180.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59472222,-74.499,POINT (1763926.9460848 2265964.036927656),dec_all,SV1302,,,291.70657,236.84257348632812,1763926.9460848002,2265964.036927656
104,SULLIVAN,Fallsburgh,SV1320,41 41 05.8,41.0966666667,41.0,74 34 14.8,34.2466666667,74.0,GPS,0.0,0.0,700,,0.0,150.0,0.0,7.0,42.0,0.0,0.0,N,0.0,1.5,0.0,41.68494444,-74.57077778,POINT (1755881.226856567 2274474.853356462),dec_all,SV1320,,,414.8196,369.0996105957031,1755881.2268565672,2274474.8533564615
108,SULLIVAN,N/A,SV1353,41 35 15.3,35.255,41.0,74 30 06.5,30.1083333333,74.0,GPS,0.0,0.0,298,,0.0,173.0,0.0,6.0,30.0,0.0,0.0,N,0.0,5.0,0.0,41.58758333,-74.50180556,POINT (1763879.915138991 2265133.388119864),dec_all,SV1353,,,287.42038,234.68997963867187,1763879.9151389906,2265133.3881198643
111,SULLIVAN,Fallsburgh,SV1327,41 40 53.0,40.8833333333,41.0,74 34 11.5,34.1916666667,74.0,GPS,0.0,0.0,750,,0.0,150.0,0.0,7.0,42.0,0.0,0.0,Y,80.0,2.5,150.0,41.68138889,-74.56986111,POINT (1756044.0226941 2274103.990546839),dec_all,SV1327,,,405.88364,360.16363647460935,1756044.0226941004,2274103.990546839
112,ULSTER,Wawarsing,SV1373,41 39 42.7,39.7116666667,41.0,74 24 04.7,24.0783333333,74.0,GPS,0.0,0.0,380,,0.0,20.0,0.0,6.0,40.0,0.0,0.0,N,0.0,10.0,0.0,41.66186111,-74.40130556,POINT (1770110.62419163 2275101.605196767),dec_all,SV1373,,,441.03607,434.94007177734375,1770110.62419163,2275101.6051967675
113,ULSTER,Wawarsing,U2744,41 43 17.8,43.2966666667,41.0,74 24 32.5,24.5416666667,74.0,GPS,0.0,0.0,145,,0.0,60.0,0.0,6.0,21.0,0.0,0.0,N,0.0,50.0,0.0,41.72161111,-74.40902778,POINT (1767982.6776716 2281472.063931461),dec_all,U2744,,,185.51164,167.22364245605468,1767982.6776715997,2281472.063931461
114,SULLIVAN,Thompson,SV1361,41 38 14.2,38.2366666667,41.0,74 34 27.0,34.45,74.0,GPS,1377.0,1.0,450,Y,45.0,120.0,59.0,6.0,60.0,0.0,0.0,N,0.0,3.0,120.0,41.63727778,-74.57416667,POINT (1756800.715972411 2269213.117042663),dec_all,SV1361,,,461.35617,424.78017065429685,1756800.7159724112,2269213.1170426626
115,SULLIVAN,Fallsburgh,SV1095,41 39 04.0,39.0666666667,41.0,74 32 12.4,32.2066666667,74.0,,0.0,0.0,300,,0.0,53.0,0.0,6.0,40.0,0.0,0.0,N,0.0,5.0,53.0,41.65111111,-74.53677778,POINT (1759467.483282641 2271413.615295307),dec_all,SV1095,,,463.16647,447.01207338867187,1759467.4832826406,2271413.6152953072
116,SULLIVAN,N/A,SV1372,41 35 15.0,35.25,41.0,74 30 06.5,30.1083333333,74.0,GPS,0.0,0.0,422,,0.0,350.0,0.0,6.0,30.0,0.0,0.0,N,0.0,2.5,0.0,41.5875,-74.50180556,POINT (1763882.006836602 2265124.299995679),dec_all,SV1372,,,287.42038,180.74037963867187,1763882.0068366018,2265124.2999956794
117,SULLIVAN,Fallsburgh,SV1358,41 48 07.0,48.1166666667,41.0,74 38 46.4,38.7733333333,74.0,GPS,1530.0,1.5,375,Y,4.0,100.0,0.0,7.0,42.0,0.0,0.0,N,0.0,15.0,100.0,41.80194444,-74.64622222,POINT (1746887.004525702 2285845.90261523),dec_all,SV1358,,,444.8055,414.32551147460936,1746887.0045257022,2285845.90261523
118,SULLIVAN,Mamakating,SV1389,41 37 02.4,37.04,41.0,74 27 36.6,27.61,74.0,GPS,0.0,0.0,159,,0.0,91.0,0.0,6.0,161.5,0.0,0.0,N,0.0,0.0,0.0,41.61733333,-74.46016667,POINT (1766489.4728214 2269151.182258804),dec_all,SV1389,,,202.49556,174.7587596923828,1766489.4728214003,2269151.1822588043
119,SULLIVAN,Mamakating,SV1219,41 32 38.4,32.64,41.0,74 31 18.6,31.31,74.0,GPS,0.0,1.0,430,Y,70.0,90.0,75.0,6.0,76.0,0.0,0.0,N,0.0,6.0,90.0,41.544,-74.52183333,POINT (1763357.791859662 2260008.214811313),dec_all,SV1219,,,171.37328,143.94127575683592,1763357.791859662,2260008.2148113134
120,SULLIVAN,Mamakating,SV1404,41 35 20.0,35.3333333333,41.0,74 29 56.7,29.945,74.0,GPS,0.0,0.0,185,,0.0,105.0,0.0,6.0,145.0,0.0,0.0,N,0.0,30.0,107.0,41.58888889,-74.49908333,POINT (1764066.66898405 2265326.303430349),dec_all,SV1404,,,348.04184,316.03783959960936,1764066.6689840497,2265326.303430349
121,SULLIVAN,Mamakating,SV1405,41 35 48.7,35.8116666667,41.0,74 29 48.3,29.805,74.0,GPS,0.0,0.0,180,,0.0,98.0,0.0,6.0,168.0,0.0,0.0,N,0.0,12.0,100.0,41.59686111,-74.49675,POINT (1764054.672615561 2266239.068170794),dec_all,SV1405,,,357.95258,328.08217568359373,1764054.672615561,2266239.0681707943
122,SULLIVAN,Mamakating,SV1406,41 35 48.9,35.815,41.0,74 29 50.8,29.8466666667,74.0,GPS,0.0,0.0,210,,0.0,125.0,0.0,6.0,198.0,0.0,0.0,N,0.0,30.0,127.0,41.59691667,-74.49744444,POINT (1763997.283724543 2266232.237180691),dec_all,SV1406,,,354.60416,316.5041564941406,1763997.2837245432,2266232.237180691
123,SULLIVAN,Fallsburgh,SV722,41 40 55.9,40.9316666667,41.0,74 32 46.6,32.7766666667,74.0,GPS,1365.0,0.0,300,Y,20.0,200.0,42.0,6.625,42.0,0.0,0.0,N,0.0,5.0,0.0,41.68219444,-74.54627778,POINT (1757923.405873266 2274627.859714348),dec_all,SV722,,,389.11618,328.1561804199219,1757923.4058732656,2274627.859714348
124,SULLIVAN,Thompson,SV1408,41 40 56.5,40.9416666667,41.0,74 32 56.8,32.9466666667,74.0,GPS,0.0,0.0,475,,0.0,140.0,0.0,6.0,40.0,0.0,0.0,N,0.0,4.0,0.0,41.68236111,-74.54911111,POINT (1757691.024514751 2274593.629823803),dec_all,SV1408,,,377.71378,335.0417756347656,1757691.0245147506,2274593.6298238034
126,SULLIVAN,Mamakating,SV740,41 35 18.0,35.3,41.0,74 26 30.0,26.5,74.0,GPS,1204.0,2.0,360,Y,5.0,45.0,38.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.58833333,-74.44166667,POINT (1768710.490465825 2266332.925118932),dec_all,SV740,,,349.63095,335.91495092773437,1768710.4904658247,2266332.925118932
127,SULLIVAN,Mamakating,SV1258,41 35 09.0,35.15,41.0,74 29 48.0,29.8,74.0,GPS,0.0,0.0,360,,0.0,100.0,0.0,6.0,220.0,0.0,0.0,N,0.0,0.0,0.0,41.58583333,-74.49666667,POINT (1764338.268062211 2265037.924539019),dec_all,SV1258,,,281.70886,251.2288623046875,1764338.2680622113,2265037.924539019
128,SULLIVAN,Mamakating,SV1322,41 35 52.2,35.87,41.0,74 29 53.4,29.89,74.0,GPS,0.0,0.0,280,,0.0,100.0,0.0,6.0,200.0,0.0,0.0,N,0.0,0.0,0.0,41.59783333,-74.49816667,POINT (1763916.03589485 2266318.802183865),dec_all,SV1322,,,361.63986,331.15986206054686,1763916.0358948496,2266318.802183865
129,SULLIVAN,Mamakating,SV1323,41 35 55.0,35.9166666667,41.0,74 30 29.0,30.4833333333,74.0,,0.0,0.0,435,,0.0,120.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.59861111,-74.50805556,POINT (1763099.158093156 2266220.121962375),dec_all,SV1323,,,363.0309,326.4549143066406,1763099.1580931563,2266220.1219623745
130,SULLIVAN,Mamakating,SV1324,41 35 46.8,35.78,41.0,74 29 48.0,29.8,74.0,GPS,0.0,0.0,360,,0.0,120.0,0.0,6.0,200.0,0.0,0.0,N,0.0,0.0,0.0,41.59633333,-74.49666667,POINT (1764074.642655941 2266183.055574873),dec_all,SV1324,,,348.68024,312.1042368164062,1764074.6426559407,2266183.055574873
131,SULLIVAN,Mamakating,SV1328,41 35 52.2,35.87,41.0,74 30 02.0,30.0333333333,74.0,,0.0,0.0,360,,0.0,50.0,0.0,6.0,200.0,0.0,0.0,N,0.0,0.0,0.0,41.59783333,-74.50055556,POINT (1763723.416842444 2266274.46429668),dec_all,SV1328,,,346.16415,330.92415405273437,1763723.4168424443,2266274.46429668
132,SULLIVAN,Mamakating,SV1347,41 37 29.4,37.49,41.0,74 31 58.0,31.9666666667,74.0,,0.0,0.0,460,,0.0,50.0,0.0,6.0,140.0,0.0,0.0,N,0.0,0.0,0.0,41.62483333,-74.53277778,POINT (1760448.431114109 2268621.710395136),dec_all,SV1347,,,455.55032,440.3103234863281,1760448.4311141085,2268621.7103951364
133,SULLIVAN,Mamakating,SV1383,41 35 51.0,35.85,41.0,74 29 58.8,29.98,74.0,GPS,0.0,0.0,360,,0.0,120.0,0.0,6.0,200.0,0.0,0.0,N,0.0,0.0,0.0,41.5975,-74.49966667,POINT (1763803.457007068 2266254.608541565),dec_all,SV1383,,,350.45093,313.874927734375,1763803.4570070677,2266254.608541565
134,SULLIVAN,Mamakating,SV1391,41 35 22.0,35.3666666667,41.0,74 26 42.0,26.7,74.0,,0.0,0.0,410,,0.0,10.0,0.0,6.0,40.0,0.0,0.0,N,0.0,0.0,0.0,41.58944444,-74.445,POINT (1768413.757493747 2266392.054412957),dec_all,SV1391,,,315.7464,312.69839892578125,1768413.7574937474,2266392.0544129573
135,SULLIVAN,Mamakating,SV1422,41 32 55.8,32.93,41.0,74 30 42.0,30.7,74.0,GPS,570.0,0.0,280,,0.0,40.0,0.0,6.0,106.0,0.0,0.0,N,0.0,0.0,0.0,41.54883333,-74.51166667,POINT (1764056.930824923 2260724.069449239),dec_all,SV1422,,,158.97296,146.78096142578124,1764056.9308249226,2260724.069449239
