iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,base
0,500,7048.85,1864.6,3369.5,12121.8,10261.2,6716.54,11868.2,6259.02,3846.53,7134.04,7145.19,6773.37,7313.03,6894.54,11845.1,7264.26,8904.96,4924.66,6736.6,5240.56,7961.25,6519.74,5504.67,5737.23,9098.16,6232.47,11092.1,5837.38,6924.26,7210.28,9508.39,7565.3,8972.64,5680.51,5309.52,8879.71,3499.87,9208.97,5004.01,6920.7,4868.46,4611.62,5517.51,6229.4,4939.18,7119.97,9328.17,10190.4,6480.07,6330.01,7173.65,6555.19,7843.75,7222.5,5773.93,6327.12,6799.66,5100.66,7346.1,8679.75,6324.52,11823.9,5896.55,6918.95,4500.92,6884.62,7145.38,8658.83,6217,7504.78,5030.28,7841.43,5690.1,6304.37,6163.02,8831.27,5786.98,9090.91,8314.58,7712.95,,6699.59,7427.26,5122.41,6001.68,7685.08,9055.74,4894.93,6953.51,7100.86,7370.32,4968.03,8946.04,,10338,6139.76,7109.57,4155.82,7188.41,9337.81,8657.61,7968.47,4947.73,7327.91,3859.65,9172.99,11052.1,10447.7,11856.7,4044.39,7773.54,5927.12,7864.04,6111.34,10831.5,8330.29,10467.3,12121.8,4957.94,5183.38,6607.81,9455.97,6061.82,5530.13,6468.14,9354.17,6537.1,8952.54,6441.87,7167.35,5695.83,8241.97,5868.35,7222.15,9027.12,10736.3,6164.62,4886.9,8656.21,9449.54,4411.29,9336.79,4419.01,5350.99,7681.31,10997,5252.63,4891.46,9352.76,10429.9,11761.2,3840.93,6901.07,5825.09,7128.01,4314.05,7858.59,11111.5,5361.58,7555.02,4739.07,6564.2,10524.1,,6917.37,4483.06,3896.26,10616.7,8678.21,8417.98,6739.7,6165.42,7586.92,7710,10761.5,6181.12,7291.15,4731.46,5893.42,6103.4,9234.77,3369.5,5996.34,4685.74,4963.75,11463.5,9596.17,7065.5,5409.92,11603.1,8921.56,6882.81,5791.76,4715.02,7013.86,7359.77,10171.5,7292.72,8091.72,8955.7,6336.84,8019.8,8012.08,8383.43,5277.97,7278.19,7207.3,7218.13,5345.63,8632.93,4646.79,3971.78,7531.06,7663.85,6040.88,4896.81,3926.36,6969.66,7089.43,9847.56,3779.77,8342.19,4804.61,5487.87,6046.19,8823.55,5065.5,3576.06,8268.84,6942.86,5601.02,4925.98,7996.78,7254,4087.68,4245.92,8787.91,6354.52,9189.73,9376.66,4773.29,8869.22,7844.41,7124.9,8801.38,5600.62,5100.35,5578.97,7324.93,5067.03,7143.04,4629.75,6239.19,7304.51,5998.09,6752.19,9426.67,7679.7,5744.64,8051.08,5816.59,8684.11,9749.06,3913.85,7101.05,7296.03,7085.76,7989.88,9045.35,5825.11,4223.69,8212.84,5616.17,9709.78,7672.98,8100.12,5211.52,6195.75,6517.61,5233.02,8841.99,5542.3,4574.44,5973.35,9213.65,8471.63,7799.92,7389.83,6025.43,8016.57,5569.83,7647.79,10272.2,5771.95,5738.06,6921.62,8595.37,7745.09,3706.44,4782.29,5979.46,5474.6,4952.13,5690.71,9273.87,6685.32,7228.33,8312.8,6931.25,9951.93,8973.66,8829.36,6019.38,5638.17,4599.66,5460.28,7385.38,4133.94,5928.78,6152.3,7542.05,7234.81,5601.77,7421.99,6850.52,9146.24,5898.64,5620.06,4603.55,7056.13,7962.47,6145.85,,4906.82,6094.57,,7767.51,4522.23,9561.25,9247.2,6176.82,7478.46,4977.69,7519.14,4982.05,7478.08,5531.95,6142.35,8045.05,5283.17,6819.23,5874.62,6720.89,8428.17,6742.75,5551.75,6433.78,4838.31,5389.64,11450.9,4857.57,8523.69,6489.16,5553.96,4955.13,6386.27,6381.23,10990.7,4274.98,8239.17,6477.86,6276.77,6950.58,3535.97,7614.61,6497.57,6622.68,7180.86,7048.89,5363.93,4260.53,8863.96,7675.7,8691.09,4934.29,7996.27,7326.64,7235.31,7347.39,5694.42,5947.06,8894.89,7537.76,6446.74,9018.38,7294.64,4769.67,8507.44,11296.6,6690.43,10312.6,8407.49,7229.35,7346.05,8937.51,10254.2,5102.15,4498.65,6863.11,6006.59,5279.73,6477.9,7043.59,7630.43,,6729.21,4554.11,9595.68,6439.52,5439.05,5777.27,6052.63,8564.43,6290.87,7949.9,6334.44,6101.83,12100.9,6319.39,10479.1,4468.97,6274.34,7772.09,7022.69,5451.56,6321.15,5578.28,5743.42,12037.7,8392.88,4479.75,11986.6,6567.54,6065.92,5302.7,11273.1,9742.75,5968.42,9099.81,7047.89,8263.82,5523.6,8268.79,7745.75,5391.65,7952.08,6029.29,7794.54,9236.34,7670.59,5538.39,6677.27,4805.99,8509.61,7580.37,9169.6,7712.92,6156.53,6164.1,9096.49,4574.2,10907.2,6373.01,6158.05,,6135.6,7692.2,7871.91,5559.63,6037.65,11029,7605.04,4167.72,7027.31,7831.54,7146.5,4780.28,4388.21,7457.1,6629.97,7846.09,6230.4,4459.63,6715.93,6017.62,8902.72,5793.4,8968.08,6050.3,11275.5,10717.2,4770.78,8675.89,6710.94
1,1143,4298.55,781.913,2834.12,6287.67,5798.04,3584.92,5269.58,3877.63,3366.43,4761.77,4180.01,3601.34,4894.37,5108.32,5035.46,4073.59,4893.06,3521.35,4177.26,3145.68,4436.19,4906.06,3119.14,3565.23,4783.48,3754.6,5645.92,3772.3,4506.1,3830.18,5318.33,5448.21,4336.4,4613.97,4254.67,6143.11,2977.51,5274.85,3938.55,4072.59,3397.65,3763.96,4228.65,5157.92,3521.73,4955.9,4144.38,5554.57,3905.91,4473.28,3919.36,4044.74,4555.21,3685.91,3964.28,4797.25,4351.12,3318.65,5156.84,5351.72,3681.23,,3302.13,4111.63,3872.21,4512.09,3771.92,5355.88,3515.36,3890.84,3456.01,4200.51,4787.97,3830.11,4075.51,5236.81,3024.43,6172.65,4135.1,5535.25,,3809.13,4287.32,3289.74,4408.28,5404.79,5833.17,3363.24,4892.78,5165.55,4624.01,3256.82,5916.47,,5129.58,4273.74,4955.97,3673.39,4346.7,4135.62,4398.38,5432.75,4040.38,4795.53,3123.87,5141.69,5036.18,5694.74,5194.29,3049.56,3754.81,3295.42,4277.23,5302.78,5238.19,5494.28,5394.13,5842.07,3482.31,3888.6,4146.38,5280.09,3645.8,3716.81,5001.21,4611.12,4914.75,4267.06,3732.05,4260.09,3971.85,4844,4368.56,4907.55,4264.15,5405.2,4330.09,3832.28,4688.44,4407.74,3092.84,5680.3,3862.98,4285.48,4614.26,5037.51,4116.7,3241.01,5196.22,5721.46,5722.33,3110.82,2993.87,3743.89,5179.88,2949.09,4072.56,5566.93,3347.33,4911.99,3547.59,5357.43,6030.33,,5219.47,3574.36,3331.56,5170.12,4685.48,4703.68,4263.88,4485.41,4472.75,5017.53,5305.02,3847.59,3973.31,3217.04,4397.85,3410.5,5461.2,3008.7,3739.14,3302.36,3371.44,,4681.46,3316.16,3597.88,5918.74,4176.95,4564.54,4211.62,3290.76,3542.51,5282.58,4242.78,4410.59,3659.11,4413.01,4064.92,5162.95,6201.36,4040.96,3555.45,4528.01,3907.88,3847.42,3460.1,5242.58,3601.66,3460.47,4462.58,5502.91,3950.53,3204.66,3067.31,4472.78,4303.93,5857.39,3136.18,4504.16,3659.85,3704.69,3675.21,4782.22,3311.6,2937.29,4538.66,4583.49,3678.27,3539.52,4197.31,3975.5,3092.04,2986.62,4173,3802.91,5992.72,,3331.59,4896.45,4649.66,3147.19,5221.36,4052.68,3699.06,3889.51,5932.45,3826.2,4736.22,3243.47,4338.51,4024.52,4145.37,4888.73,5490.4,6223.03,3613.83,4014.56,3800.61,4116.72,4298.6,3133.74,4795.05,4969.29,4126.93,4468.71,4956.23,3312.56,2895.5,4743.54,3848.01,5209.85,4714.44,4681.14,3540.15,4456.47,4715.75,3791.2,3824.23,3979.31,3050.95,3612.34,5833.91,4689.37,4126.42,4519.78,4133.23,3552.63,3429.38,4335.85,5997.8,3471.82,3414.69,4169.64,4485.67,4811.41,3128.22,2956.96,3514.69,3149.2,3330.08,3274.17,4756.72,3488.06,4247.5,4634.35,4870.17,5982.51,4721.94,4343.55,4918.4,3725.85,3491.61,3852.16,4178.19,3469.72,4123.47,3525.67,6287.67,5541.58,3560.55,5474.31,4503.03,5349.51,4144.71,4251.1,3200.8,4087.95,4538.44,4491.54,,3325.89,3541.34,,4908.86,3220.64,4769.11,4965.98,3949.95,5109.27,3552.84,4598.33,4017.66,4008.98,4145.17,4210.1,4339.62,3494.05,4473.84,4031.99,3428.42,5503.81,3788.2,3785.44,3986.54,3895.15,3923.53,,3705.33,5951.29,3642.36,4302.05,3762.82,4814.35,3760.31,5528.48,3142.62,4825.4,4343.07,3176.18,4173.82,2834.12,4489.23,3519.53,3983.49,4376.2,3914.09,3468.34,3264.24,4593.17,4948.6,4523.04,3545.23,5240.12,3829.39,4302.15,5237.24,3441.74,3419.28,4730.14,5003.16,3665.93,5219.57,4052.38,3769.26,5872.32,4872.13,4848.42,5894.26,4597.15,5271.13,3787.03,5136.95,5952.8,4040.48,2994.96,3446.85,3310.58,3935.81,4494.48,4133.37,5010.27,,3925.09,4158.81,5057.9,4004.51,4088.33,4200.96,4302.57,5429.57,3970.77,4934.06,4372.03,4640.24,,5019.75,5372.21,3623.13,3941.54,4053.72,4527.14,4440.09,3886.29,3322.75,3663.36,5203.92,5489.88,3477.56,4364.86,4001.81,3734.74,3458.28,,4646.13,3191.85,5224.68,4669.59,4935.85,3640.54,5030.23,4097.92,4238.46,4981.7,3071.91,3805.41,5402.81,5713.66,3411.51,4048.4,3504.77,4341.52,5026.86,4635.84,4250.59,4685.79,4242.21,5091.29,3659.94,5635.58,3381.73,4826.55,,4419.23,5253.05,3915.37,3126.05,4134.87,6140.89,4291.25,3481.94,3977.16,4981.68,4839.57,3502.73,3417.97,4279.04,3874.62,4639.67,3568.23,3747.72,5944.21,3707.3,3971.43,4062.61,5600.66,3799.93,5346.27,4996.28,3557.62,4426.12,4008.38
2,1780,3533.1,509.801,2695.45,4855.44,4322.6,3189.19,3553.71,3107.38,2958.66,3704.47,3194.24,2921.74,4141.31,3920.19,3681.32,3190.79,3719.79,3246.64,3432.78,2854.6,3286.43,4430.28,2876.07,3241.63,3475.58,3278.36,4491.6,3205.97,3633.01,3170.92,3988.34,4214.16,3902.99,4044.88,3956.81,4315.16,2741.47,4553.23,3286.11,3408.23,2942.76,2999.12,3356.23,3869.29,3109.84,4174.29,3321.8,,3323.23,3730.89,3520.5,3416.69,3438.32,3239.62,3248.47,3884.24,3263.37,2842.68,4337.24,4284.44,3223.01,,2917.72,3425.63,3145.51,3335.66,3375.89,4137.23,3023.04,3220.59,3161.54,3276.85,4326.15,3149.99,3534.24,3821.48,2760.05,4407.48,3465.33,4228.73,,2987.34,3729.76,3101.87,4036.35,4349.08,4541.42,2855.38,3876.94,4445.86,3314.69,2791.43,4538.76,,3735.1,3449.73,4441.69,2917.44,3467.36,3417.19,3626.8,4090.7,3459.04,3857.91,2875.87,3935.13,4159.98,3958.2,4243.07,2755.7,3218.99,2908.88,3336.45,4610.78,4273.94,4776.88,4637.78,4775.91,2941.24,3541.13,3549.5,3880.72,3205.32,3035.86,4458.86,3658.97,3842.93,3596.77,3022.8,3629.77,3261.42,3785.31,3488.97,4166.7,3455.88,4019.01,3663.29,3300.41,3547.58,3191.22,2889.66,4130.78,3079.28,3470.59,3788.56,3792.94,3561.45,2933.37,4149.26,4436.25,4295.48,2946.85,2767.45,3268.69,4156.27,2762.03,3584.64,4710.81,2979.5,3944.84,3075.18,4000.19,4519.5,,4317.79,3246.69,3068.5,4308.64,3953.34,4084.33,3561.51,3887.45,4035.68,3905.12,4374.31,3531.18,3463.31,3012.88,4039.08,3196.8,4096.31,2912.65,3023.27,2986.19,2993.43,,3864.87,2907.23,3330.7,4598.83,3518.8,4078.17,3455.55,3123.33,3004,4338.98,3183.31,3351.92,3190.75,3285.86,3439.87,4526.76,4090.17,3158.94,3256.36,3392.02,3317.12,3050.7,3032.47,4229.92,3318.23,3041.02,3573.76,4715.56,3527.6,2763.92,2741.83,3827.51,3914.53,,2966.38,3609.88,3041.03,2958.36,3406.6,4403.35,3061.89,2717.04,3538.41,3495.7,3091.23,2840.05,3410.28,3057.26,2902.48,2818.57,3423.83,3102.62,,,2828.37,4021.5,3432.23,2797.36,3920.19,3201.59,3302.01,3523.91,4104.35,3350.34,3655.27,3064.23,3861.85,3379.65,3674.76,4237.87,4575.79,,3123.18,3184.48,3407.23,3282.28,3741.2,2969.01,3346.95,4279.99,3516.65,3608.93,3835.19,2816.26,2779.64,3496.6,3169.29,3933.36,3849.14,4009.17,3171.35,3598.02,4280.89,3261.54,3197.7,3525.36,2874.32,3137.96,4450.29,3916.19,3668.24,3618.13,3154.25,3028.61,2897.3,3652.07,4181.19,3069.5,2873.43,3898.94,3998.44,3471.42,2986.52,2739.21,3162.7,2783.17,2839.85,2799.97,3669.91,2895.81,3487.67,3729.17,3627.98,,3363.05,3722.99,3812.5,3254.73,3331.6,3550.18,3599.05,2912.28,3636.51,3074.47,,4608.32,2905.99,4488.22,3313.87,4623.3,4007.65,3389.73,2920.13,3160.54,3320.87,3932.78,,2954.68,3122.41,,3680.03,2823.54,3817.91,3778.65,3300.51,3934.16,3181.04,3371.26,3653.18,3539.43,3553.49,3553.15,3463.9,2962.58,3929.01,3111.73,2855.92,4468.38,3297.32,3090.23,3128,3541.67,3325.05,,3181.31,4226.59,3255.22,3504.23,2867.35,4337.01,3072.63,4040.71,2858.86,4052.67,3386.48,2858.99,3329.12,2695.45,3287.99,3158.61,3169.06,3459.23,3358.28,2872.96,2820.89,3757.75,3639.72,3814.1,3089.06,4517.4,3415.16,3031.75,4088.91,2854.23,2801.08,3656.33,3634.9,2954.12,3514.05,3701.94,3472.26,4106.62,3630.57,4282.81,4482.49,3181.85,4182.38,2991.58,3915.92,,3573.91,2838.29,3046.94,2867.75,3227.24,3849.46,3545.63,4329.16,,3297.26,3330.42,3770.84,3461.67,3063.73,3490.42,3125.93,4164.56,3309.29,4163.94,3922.43,3825.91,,4020.82,4091.66,3048.44,3512.23,3428,3567.19,3375.49,3447.16,2837.43,3208.15,4134.27,4836.63,2970.92,3186.02,3317.01,3239.72,2859.22,,3846.75,2939.23,3921.24,3385.94,3903,2918.92,3991.85,3775.34,3806.1,4209.63,2765.66,3295.61,4261.75,4502.92,2974.53,3420.26,3135.73,3266.57,3699.73,4084.7,3686.86,3650.66,3551.01,3747.61,3233.88,4705.38,3043.76,4099.92,,3390.79,4855.44,3338.27,2827.31,3345.59,4777.6,3485.38,2894.09,3342.65,4025.74,3947.36,3081.68,3140.23,3376.96,3570.42,4170.91,3194.1,3490.38,4623.66,3415.17,3538.45,3313.11,4835.02,3242.4,4277.12,3762.76,3136.65,3409.19,3304.48
3,2410,3302.01,418.638,2673.55,4372.36,3968.52,3110.44,3313.28,2850.89,2872.73,3386.8,3017.39,2793.05,3908.82,3659.89,3424.98,2949.74,3409.52,3188.65,3212.58,2809.27,3087.02,4321.97,2805.93,3159.08,3266.67,3091.7,4112.7,3074.43,3350.86,3001.8,3765.55,3855.57,3751.88,3850.73,3822.91,3978.94,2706.75,4151.59,2987.08,3191.16,2877.37,2779.14,3100.51,3476.32,2958.72,3926.87,3057.62,,3094.97,3458.65,3415.75,3143.96,3091.36,3027.43,3062.52,3635.64,3013.61,2727.39,3966.77,3923.34,3132.85,,2758.45,3133.09,2884.78,3131.71,3281.42,3792.57,2930.16,3028.54,3040.11,3056.34,4112.66,3000.85,3365.17,3423.39,2726.85,3909.09,3153.84,3840.44,,2797.22,3538.88,3052.46,3931.78,3836.3,4105.31,2754.89,3543.8,4268.14,3150.94,2734.42,4139.63,,3505.14,3093.07,4269.74,2769.18,3158.83,3209.05,3342.25,3714.34,3180.95,3540.04,2839.01,3555.31,3782.69,3668.62,3883.3,2701.33,3070.29,2763.97,3095.81,,3896.46,,4281.17,4271.03,2841.9,3375.12,3435.22,3383.72,3089.77,2831.66,4240.57,3341.72,3623.69,3235.67,2837.81,3357.98,3130.57,3459.4,3334.7,3675.36,3201.42,3672.65,3466.7,3133.61,3259.29,3010.73,2853.32,3786.53,2922.39,3221.18,3520.73,3469.85,3295.57,2828.41,3817.13,4025.15,3816.54,2901.19,2744.09,3170.53,3791.75,2732.78,3297.5,4277.97,2862.14,3626.83,2904.21,3656.45,4156.97,,4058.31,3159.12,3003.64,3867.15,3650.88,3827.05,3244.06,3588.29,3844.72,3549.68,3895.57,3439.48,3367.21,2975.89,3925.91,3133.27,3694.19,2885.55,2879.63,2901.58,2920.42,,3531.75,2798.72,3259.46,4235.93,3238.82,3939.43,3196.24,3060.39,2882.51,3941.51,2976.01,3054.54,3042.86,3120.55,3160.19,4342.68,3747.75,3029.51,3186.97,3142.91,3116.11,2879.32,2975.14,3748.61,3243.36,2925.67,3344.98,,3417.39,2704.31,2709.84,3559.65,3768.34,,2913.65,3324.81,2924.32,2776.84,3316.51,4254.48,2977.57,2673.55,3270.21,3204.86,2886.59,2751.2,3214.5,2863.86,2866.82,2750.35,3217.57,2950.37,,,2749.5,3681.29,3130.31,2734.27,3663.5,2976.25,3175.4,3399.51,3823.47,3224.86,3425.9,3003.04,3691.93,3188.31,3569.39,4049.91,4210.88,,2934.28,2946.42,3322.93,3100.65,3435.79,2903.2,3095.9,4102.55,3140.44,3356.33,3394.22,2727.84,2733.4,3147.19,3057.09,3581.82,3497.91,3748.99,3119.45,3350.35,4192.99,3011.36,3044.95,3395.34,2822.53,3016.86,4132.92,3664.48,3475.41,3310.74,2893.3,2861.67,2753.38,3438.71,3736.62,2950.34,2721.71,3803.67,3881.11,3198.59,2950.05,2699.7,3044.59,2714.31,2713.09,2698.3,3315.48,2793.55,3205.91,3467.22,3394.47,,3126.1,3497.94,3512.67,3164.38,3271.72,3495.48,3477.62,2757.46,3424.26,2978.16,,4297.57,2792.79,4137.8,3133.68,4372.36,3910.27,3043.13,2828.82,2957.43,3078.07,3733.33,,2796.99,2994.5,,3386.37,2737.04,3441.37,3387.94,3126.57,3581.38,3071.48,3119.75,3539.95,3415,3308.54,3296.1,3206.75,2836.54,3699.21,2832.02,2724.64,4081.98,3123.38,2913.19,2935.74,3463.41,3109.35,,3063.19,3889.06,3136.79,3273.92,2760.87,4176.2,2915.98,3645.2,2799.3,3737.69,3139.74,2765.09,3070.93,2676.81,3041.53,3054.27,2912.75,3229.36,3158.61,2784.17,2705.86,3469.25,3309.97,3524.99,2977.14,4247.76,3322.4,2848.6,3757.94,2771.76,2715.75,3409.3,3284.47,2778.4,3231.96,3527.84,3359.47,3663.56,3276.3,4151.49,3961.43,2974.77,3710.39,2851.73,3657.83,,3484.23,2792.24,2955.94,2756.97,3068.43,3721.76,3323.15,4083.67,,3129.5,3028.25,3459.94,3247.1,2831.2,3191.48,2965.48,3718.56,3137.24,3796.41,3751.94,3634.82,,3626.51,3741.41,2840.8,3368.73,3199.71,3201.12,3138.78,3322.66,2746.36,3129.17,3631.15,,2787.22,2969.87,3082.83,3146.91,2761.99,,3508.45,2852.54,3595.16,3087.85,3626.53,2783.11,3576.27,3665.03,3672.15,3963.18,2694.02,3165,3922.94,4194.77,2891.93,3309.91,2926.22,3075.14,3427.75,3917.01,3558.26,3323.87,3230.03,3540.17,3067.81,4329.29,2967.97,3681.71,,3188.71,,3137.81,2726.1,3225.25,,3191.69,2773.76,3112.88,3671.9,3557.25,2981.71,3058.78,3061.51,3424.57,4021.29,3014.33,3421.48,4238.05,3340.71,3324.51,3140.77,,2957.79,3840.04,3368.94,3032.73,3160.85,3064.73
4,3033,3227.91,403.476,2654.54,4241.35,3811.87,3061.92,3216.5,2791.16,2816.33,3324.31,2926.45,2740.04,3860.43,3568.9,3298.16,2845.29,3313.08,3170.98,3146.86,2769.43,2976.91,,2782.65,3119.9,3178.07,3028.15,4103.26,3024.78,3282.54,2940.85,3695.57,3706.96,3681.59,3768.42,3755.58,3806.77,2682.66,4054.28,2892.92,3102.6,2831.28,2711.86,3039.53,3372.27,2866.13,3855.08,2955.18,,3003.11,3384.6,3369.29,3107.13,3005.13,2977.26,3015.58,3501.24,2900.68,2682.99,3798.76,3820.23,3103.53,,2689.63,3067.39,2828.36,2974,3257.7,3739.27,2879.39,2919.32,2978.31,2978.24,4028.73,2925.75,3294.98,3313.23,2699.69,3829.54,3051.99,3787.41,,2741.65,3468.26,3030.38,3902.96,3740.67,3982.33,2703.61,3461.75,4169.24,3069.43,2705.55,4087.61,,3442.5,2984.09,4200.03,2697.05,3085.95,3102.95,3258.01,3614.62,3121.14,3522.59,2812.59,3434.02,3661.34,3604.58,3711.27,2678.74,3005.91,2713.63,2997.77,,3808.59,,4235.63,4141.98,2799.23,3325.67,3393.27,3300.6,3030.57,2765.54,4136.84,3195.34,3572.01,3070.39,2788.3,3323.49,3060.29,3383.48,3249.02,3575.51,3125.89,3582.48,3392.76,3054.73,3137.15,2928.62,2817.71,3750.43,2855.89,3064.45,3421.93,3363.77,3235.14,2775.99,3746.33,3922.96,3656.6,2859.75,2721.99,3126.03,3656.68,2709.56,3197.5,4162.38,2821.27,3523.84,2833.67,3545.92,3993.84,,3930.02,3103.31,2976.16,3816.82,3544.19,3682.9,3180.74,3535.68,3753.4,3485.49,3841.66,3390.44,3307.22,2954.23,3871.15,3097.9,3597.27,2856.56,2795.97,2845.59,2884.14,,3460.09,2732.87,3218.28,4134.44,3186.46,3829.72,3100.77,3033.93,2825.16,3843.17,2894.37,2985.09,2978.33,3035.21,3116.52,4211.3,3670.24,2948.57,3143.22,3040.2,3032.34,2800.51,2939.24,3556.67,3205.36,2846.59,3236.27,,3370.38,2682.24,2687.86,3447.69,3706.97,,2874.35,3242.47,2893.16,2714.25,3277.01,4167.72,2942.17,2654.54,3201.51,3114.08,2826.01,2713.48,3156.04,2781.28,2843.59,2712.28,3133.21,2891.11,,,2705.29,3600.94,3028.84,2708.96,3551.11,2896.26,3141.38,3341.35,3730.76,3169.17,3342.55,2960.38,3609.56,3137.43,3526.37,3958.62,4170.23,,2855.65,2870.24,3288.91,3002.01,3329.8,2868.46,2987.35,4003.98,3058.72,3277.97,3344.86,2684.49,2705.76,3073.88,3010.74,3510.92,3402.89,3614.71,3091.15,3235.75,4161.14,2917.88,2985.17,3334.25,2795.07,2975.36,4076.32,3618.91,3393.24,3230.34,2827.4,2808.86,2697.61,3381.3,3656.68,2875.22,2680.07,3758.04,3822.44,3103.45,2926.3,2679.45,2977.98,2684.28,2663.85,2660.98,3212.75,2746.29,3096.21,3360.82,3268.63,,3009.21,3406.22,3458.67,3107.68,3243.57,3463.99,3414.28,2707.95,3364.45,2926.72,,4238.55,2737.91,4076.57,3027.99,4241.35,3870.98,2988.02,2776.95,2890.28,2976.26,3675.08,,2755.79,2926.34,,3237.26,2707.39,3369.9,3273.65,3065.71,3470.56,3033.85,3023.3,3480.79,3357.66,3173.51,3238.11,3139.35,2791.27,3617.36,2755.01,2679.35,3997.22,3050.94,2829.78,2849.11,3417.95,3012.49,,2999.36,3851.37,3077.03,3205.85,2709.55,4100.55,2830.65,3583.74,2761.09,3642.45,3029.48,2724.32,2986.65,2664.47,2953.39,3006.92,2845.56,3169.87,3096.04,2723.5,2671.22,3436.17,3193.44,3445.53,2920.08,4109.8,3273.9,2768.59,3581.68,2721.78,2679.61,3318.35,3208.61,2701.49,3108.79,3437.59,3329.98,3527.28,3154.13,4096.14,3826.66,2882.56,3610.32,2786.61,3603.82,,3435.28,2765.24,2909.67,2710.07,2978.36,3679.96,3249.59,3913.72,,3064.26,2927.61,3370.05,3172.38,2781.12,3141.37,2886.59,3580.9,3104.87,3739.16,3680.17,3563.38,,3538.93,3650.3,2780.7,3302.68,3040.84,3084.06,3087.21,3272.87,2709.3,3090.36,3524.98,,2720.92,2894.24,3053.44,3104.7,2720.19,,3415.42,2802.58,3511.79,2991.48,3559.4,2725.06,3532.81,3604.06,3604.48,3789.68,2671.35,3100.35,3850.08,4065.88,2841.64,3244.8,2836.18,2996.72,3325.17,3864.64,3498.05,3234.47,3196.18,3460.89,2979,4151.86,2922.74,3627.01,,3135.47,,3043.94,2689.85,3208.53,,3113.55,2722.43,3012.8,3638.35,3485.63,2927.95,3010.54,2993.53,3364.97,3967.73,2951.18,3389.45,4170.89,3298.05,3254.72,3051.45,,2896.74,3758.48,3287.75,2983.92,3032.79,3028.94
