iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,base
0,500,6795.3,1140.49,4426.38,11589.2,6932.28,8591.66,9484.93,6204.96,5153.65,5697.84,6828.63,7987.27,6424.85,5994.13,9202.53,7450.03,7738.42,6102.93,6849.19,7412.65,7115.46,6392.69,8051.03,8455.04,7529.04,7297.6,8840.27,6656.34,6202.29,7626.03,6694.88,5576.85,8522.46,5299.41,5516.49,5922.01,5176.55,6801.44,5187.57,7542.08,7408.89,5413.96,5502.54,4930.63,5710.42,5978.44,9013.75,7653.2,6450.36,5462.5,7824.85,6326.81,7192.36,7241.91,6267.04,5478.28,7041.51,6116.41,5676,6294.31,7203.68,7253.08,7069.87,6193.22,4771.12,6740.99,8095.79,6726.22,7536.92,7851.61,6067.97,7466.29,4823.06,6736.52,6629.27,6794.19,8178.45,6412.85,8059.82,5335.45,,7246.12,7415.73,7312.55,5933.64,5512.98,6365.54,5885.99,5621.09,5884.49,6784.89,6736.26,5994.29,,8275.34,5874.64,6292.9,4880.23,6633.67,9787.83,7544.33,5632.27,4692.73,6452.55,5394.88,7679.27,9637.78,7703.43,10132,5438.62,8723.46,6988.05,6978.92,4868.81,8867.5,6652.79,8095.65,8861.93,5852.95,5324.73,7297.81,7548.59,7459.46,6359.21,5044.54,7423.68,5343.21,8112.12,6775.93,6296.54,5562.03,6769.45,6087.98,6013.34,8007.39,8054.29,5884.05,4856.48,7531.9,8383.21,6870.14,6194.49,4920.82,5077.49,6570.24,8432.92,4877.3,6316.23,7622.38,7112.79,7944.72,6846.67,10668.4,7603.8,5719.11,6939.04,7911.09,8477.2,6518.75,6402.8,5218.96,4935.5,6617.84,,5510.14,5417.21,5186.53,8640.41,8144.8,7497.58,5833.32,5556.97,6553.16,6499.7,8082.63,7996.5,7958.3,7202.51,5451.14,8035.96,7191.3,5006.02,6277.54,6768.65,6230.59,6624.27,8189.54,8441.87,7396.78,7811.52,8343.89,6381.38,5790.42,6800.26,8224.15,5719.27,9530.05,6858.77,9145.3,8381.51,6104.83,6967.54,5563.01,8143.3,6590.18,6808.57,7599.34,7799,7550.45,6732.36,5341.2,4894.31,5820.06,5679.57,7155.29,6929.98,6024.36,6266.32,7243,7468.42,4965.17,6971.76,5594.91,6269.92,6946.34,9035.84,7003.29,5125.31,7215.33,6365.47,6102.87,6107.72,8060.49,8194.99,6435.16,5700.86,9281.86,6777.01,6239.91,5528.66,6228.65,7292.81,7216.04,8764.04,6913.63,5965.73,6079.48,6278.57,4893.6,5584.78,6833.08,5921.02,6011.89,7119.55,6679.43,5842.12,7158.68,5574.24,6812.94,7851.32,7198.27,8026.65,9490.18,5678.42,6474.61,6799.93,6978.91,7287.41,7446.6,7468.97,6173.44,7650.45,6334.94,7622.64,6387.29,7428.07,6669.61,6079.8,6837.68,5240.79,10091.9,6024.14,6658.15,7182.76,6871.71,7231.24,7952.51,5996.7,6299.21,8983.23,6412.35,7314.47,6935.26,6795.97,7089.35,7596.88,8370.4,6700.81,5501.04,7273.66,7605.02,6952.48,6450.26,7151.16,7950,8019.26,6592.46,7988.77,5586.68,6405.56,8246.33,9003.17,5410.21,6828.33,6958.54,7255.06,7823.98,5069.86,6181.67,7956.47,4426.38,5210.12,6498.7,5152.85,6072.87,7202.43,7604.09,5538.2,6133.71,6531.53,7274.29,6052.89,,5757.57,7113.52,,6646.23,6160.26,7912.66,7490.62,6179.21,5612.35,5890.76,6494.62,6000.27,7906.42,5518.27,5680.24,7008.71,6282.87,6009.52,6337.96,8220.54,6223.4,7193.13,5549.01,6387.92,4949.95,5513.31,7122.22,5247.68,5620.71,7637.99,5422.92,6051.85,5438.38,6357.71,8528.1,6582.19,7227.96,5827.39,7851.06,6766.89,6082.39,6792.68,7373.82,6922.75,6601.17,7679.25,5689.64,5586.45,7413.47,6950.07,7462.6,6046.96,6775.22,8984.27,7350.72,5741.82,6630.4,7761.12,7241.75,6071.68,7303.31,7582.85,8205.7,5509.03,6290.41,9746.82,6223.47,6643.96,8292.51,5434,8821.63,7166,7169.31,5675.43,6342.3,8494,7389.6,5669.79,6749.1,6862.58,6546.43,,7289.32,4544.92,7826.95,5688.85,5579.3,5252.81,6100.71,6478.71,6088.63,6589.06,6426.55,5247.44,6891.12,5227.74,7857.25,4809.86,6731.31,7656.73,6442.19,5630.59,7274.2,6639.89,7025.59,9886.6,6871.52,5309.11,11589.2,6644.75,7615.23,6527.18,7484.44,8937.66,7268.71,6835.24,6147.25,6207.62,6126.89,6552.11,8590.67,5947.13,6864.28,7827.32,8642.39,7443.5,6044.58,7408.69,6910.06,5778.8,7952.16,6293.3,9253.96,8596.13,5174.46,5302.9,6962.25,4772.57,8438.82,8215.29,5019.42,,5774.91,7506.22,8131.41,6781.19,6434.2,6354.73,7418.94,5364.68,6779.52,5757.49,6155.37,6271.23,5418.17,7210.13,6711.27,7538.85,7174.6,5362.5,4756.42,8214.17,8199.26,5381.08,6395.55,6098.38,8375.92,9096.47,5798.44,7211.02,6710.94
1,1143,4100.26,210.244,3592.58,4957.09,3910.25,4259.87,4301.77,4075.78,4413.7,3888.74,4077.87,4394.92,4087.78,4367.96,3987.3,4286.18,4241.8,4000,4168.76,4186.38,4129.66,4364.83,4452.58,4736.01,4086.71,4270.7,4130.37,4188.2,4023.27,4071.44,3845.54,4044.28,3755.4,4174.18,4081.64,4203.79,4198.22,3738.55,4101.02,4308.93,4883.48,4489.24,4230.28,4122.24,4007.42,3978.19,4089.3,3737.33,3915.21,3860.15,3924.85,3897.77,4246.69,3703.06,4230.78,4098.03,4571.48,4066.05,3940.15,3875.11,3992.94,,4069.64,3798.69,4094.08,4505.54,3930.79,4075.48,4135.22,4094.93,3983.05,4113.11,3898.78,4089.48,4154.64,4113.02,4103.51,4320.95,4013.63,3871.86,,4291.88,4051.67,4171.12,3925.8,3932.09,4039.82,4032.08,3976.92,3995.05,4285.64,4337.52,3947.96,,4080.77,4218.87,3989.67,4319.22,4084.55,4245.5,3871.12,3905.17,3842.01,4127.46,4059.85,4219.53,4144.46,4234.2,4164.88,3979.15,4091.38,3936.86,3930.23,4082.96,4008.4,4024.99,3822.76,3989.06,4062.41,3826.22,4293.87,4265.41,4242.27,4393.12,3760.44,3859.28,4016.41,3928.63,4059.09,3728.98,3896.94,4010.51,4407.03,4036.86,3852.01,4028.15,4013.3,3801.86,4200.61,4104.67,4273.39,3852.33,4285.45,4076.37,3922.93,3934.17,3812.98,4045.75,4104.71,3849.51,3933.81,4957.09,4436.15,4477.69,4113.54,4315.41,4000.02,3938.54,3960.43,4097.75,3898.67,4065.48,3868.17,,4078.74,4066.07,4236.48,3965.36,4192.87,3988.9,3749.46,3953.68,3644,4181.83,3863.71,4413.45,4026.19,4336.43,3801.27,3982.89,4207.47,4088.48,4073.05,4407.89,4021.61,,3927.09,4016.9,4387.08,3855.15,3886.89,3844.25,4181.23,4182.79,4130.75,4051.1,4159.08,4233.42,4049.72,4202.68,3916.13,4054.14,4303.41,4197.06,4109.61,4320.51,4063.45,4249.37,4590.26,4068.7,3871.82,4197.02,3745.73,3905.51,4239.17,4464.81,4482.01,3925.47,3953.51,3941.6,3876.14,3842.86,4203.99,4299.14,3859.87,4086.72,4216.15,4055.93,3983.28,4224.77,4039.97,4473.46,4153.64,4566.19,4416.6,3822.79,4297.64,4082.4,3676.15,,4376.73,3951.32,4473.67,3971.16,4090.62,4320.36,4144.3,4070.18,4120.78,4059.3,4467.78,3795.64,3948.69,3894.29,4265.05,3968.43,3945.02,4345.34,4236.13,4057.01,4283.79,3914.9,4060.35,4177.72,4468.58,4295.18,4067.94,4034.79,4099.08,4285.18,3865.97,4483,4268.14,4127.83,3934.35,4081.41,4104.57,4304.52,4344.06,3859.57,4224.77,4095.65,4091.64,4174.89,4178.74,3852.32,3938.42,3777.56,4386.26,4010.13,4123.6,3996.77,4079.42,4010.29,4293.88,3911.56,3840.25,4237.48,4145.73,4365.31,4231.28,4059.98,4366.94,4212.94,4137.78,4412.36,3921.49,4336.65,4002.14,3629.86,4533.66,4178.33,4398.56,4279.68,4415.27,4403.58,4108.82,4220.06,4107.94,4371.48,3708.36,3905.12,4241.36,3792.12,4078.07,3834.46,4293.06,4223.1,4077.23,3956.21,4354.87,4167.68,,3957,4018.73,,4217.55,4269.96,3943.76,4088.68,3922.78,3920.8,4015.66,4161.34,4421.54,3972.92,4073.72,3880.47,3832.94,4132.73,3819.62,4426.51,4354.55,3985.34,3955.58,3884.81,4138.07,3809.64,4001.47,,3946.45,3963.2,4048.72,4155.34,4614.69,3876.65,3870.74,4201.13,4553.31,4026.06,3989.32,3935.97,4106.7,4447.61,4203.16,3829.81,4224.63,4023.91,4133.98,3842.44,4243.19,3815.1,4492.02,3827.29,4186.3,4115.02,4262.99,4613.94,4087.84,4091.51,4551,3910.48,4160.41,4373.86,4503.34,4128.25,4046.71,4350.8,4307.78,4130.48,3859.79,4670.6,3978.01,4582.42,4043.39,3809.64,4230.87,3903.86,4121.99,4127,4188.99,4365.88,3902.49,4070.74,,4142.29,4194.71,4149.05,3592.58,4306.46,3871.2,4389.93,4116.08,3835.14,3945.22,4170.63,3943.29,,4152.79,3949.18,3928.7,3961.33,3999.29,4204.57,4563.69,4156.2,4021.98,4101.04,4178.67,4010.23,4124.5,4340.4,4029.17,4406.71,4259.57,,4100.15,3783.4,3959.8,4255.51,3739.91,4194.17,3971.92,3913.54,4406.23,4087.52,4130.05,4032.48,4162.22,4394.96,4359.8,3986.09,4137.62,4136.4,4186.99,4141.45,4325.49,3980.06,3728.97,3959.13,3786.69,4009.55,4127.48,3912.09,,4169.34,4195.41,4006.49,3819.66,4469.08,3635.15,4169.89,4458.42,3868.82,3725.61,4111.25,4408.43,3965.46,4192.18,3667.21,3942.2,3982.13,4211.14,4214.53,4495.08,3607.22,3894.55,3791.85,3888.53,3908.82,4213.2,4151.77,3873.7,4008.38
2,1780,3399.48,176.986,3094.35,4498.1,3153.76,3588.78,3194.49,3324.72,3648.75,3173.72,3229.17,3414.92,3382.46,3349.79,3150.7,3386.76,3311.67,3476.06,3378.79,3557.16,3237.21,3685.92,4042.49,4016.44,3190.49,3609.76,3283.96,3430.68,3286.35,3340.37,3106.73,3276.99,3352.7,3542.4,3706.55,3189.55,3581.22,3277.93,3415.35,3504.38,3833.46,3546.19,3360.93,3270.4,3461.76,3315.02,3334.1,,3340.64,3270.1,3414.78,3303.64,3300.67,3257.6,3368.34,3322.61,3431.22,3375.94,3355.6,3224.4,3338.04,,3468.71,3262.77,3338.69,3383.92,3381.8,3229.24,3394.78,3374.19,3549.97,3254.34,3445.71,3324.74,3494.01,3229.7,3477.3,3262.13,3381.47,3154.35,,3304.33,3432.34,3734.52,3446.4,3302.69,3265.01,3315.1,3256.63,3373.09,3181.44,3439.45,3196.32,,3155.68,3423.26,3460.61,3402.69,3303.41,3455.56,3273.28,3172.93,3308.92,3330.81,3505.44,3297.89,3417.85,3165.48,3409.11,3399.32,3404.76,3407.77,3241.99,3431.75,3301.7,3389.02,3305.74,3328.04,3308.77,3424.23,3464.75,3311.54,3561.64,3487.41,3322.36,3235.7,3212.01,3375.9,3295.03,3225.66,3227.43,3249.88,3429.18,3443.9,3225.16,3195.46,3340.99,3270.88,3261.85,3112.43,3772.53,3106.59,3347.23,3350.67,3281.17,3171.54,3312.47,3518.97,3319.25,3156.1,3199.14,4498.1,3716.08,3730.39,3341.24,3725.15,3500.62,3375.79,3401.74,3331.92,3342.84,3239.16,3166.77,,3352.77,3523.95,3662.26,3331.82,3507.11,3445.81,3216.93,3413.27,3286.65,3318.72,3276.56,3848.71,3387.25,3791.73,3405.52,3570.78,3273.16,3850.17,3447.06,3810.99,3413,,3303.52,3410.2,3811.83,3167.37,3310.28,3376.43,3400.07,3821.18,3377.44,3362.55,3247.84,3316.82,3438.6,3231.67,3330.16,3452.42,3106.38,3629.83,3567.56,3343.84,3406.97,3364.36,3621.67,3370.87,3430.37,3556.55,3128.62,3316.78,3671.36,3538.22,3628.5,3359.82,3507.2,,3528.75,3210.19,3361.2,3405.41,3481.3,3633.93,3706.09,3522.14,3198.5,3302.41,3355.72,3464.66,3328.36,3452.92,3823.55,3472.71,3437.31,3298.73,,,3543.39,3297.36,3429.65,3391.56,3211.57,3373.41,3533.71,3581.88,3315.17,3451.95,3394.33,3457.24,3440.34,3274.49,3572.16,3362.37,3307.93,,3567.13,3261.83,3610.52,3213.08,3514.09,3797.76,3285.37,3560.28,3472.02,3285.95,3296.85,3475.02,3569.49,3352.08,3382.2,3246.56,3298.53,3448.76,3502.33,3429.94,3644.81,3349.2,3442.11,3531.99,3642.21,3457.08,3238.82,3237.36,3436.91,3186.31,3368.07,3349.17,3558.2,3325.12,3148.4,3447.82,3506.88,3565.34,3337.43,3246.72,3831.88,3816.88,3634.66,3467.24,3579.17,3416.33,3300.26,3697.06,3294.8,3438.22,3190.15,,3309.78,3510.01,3390.49,3550.39,4136.31,3822.7,3398.08,3441.45,3531.09,3590.84,,3249.48,3412.11,3200.45,3163.98,3303.69,4180.31,3407.81,3563.99,3173.37,3386.88,3521.8,,3389.59,3436.11,,3269.19,3531.46,3260.44,3282.85,3265.39,3224.05,3445.83,3301.74,3868.27,3407.55,3490.84,3295.53,3169.59,3383.58,3345.34,3446.79,3449.06,3304.5,3382.36,3224.44,3329.3,3342.96,3374.33,,3309.47,3094.35,3487.38,3348.84,3394.01,3408.44,3228.08,3228.55,3842.2,3362.99,3241.65,3394.78,3319.27,3900.2,3324.5,3329.88,3356.47,3237.6,3472.46,3160.32,3481.38,3212.25,3376.52,3276.29,3518.17,3484.81,3585.27,3295.14,3282.72,3303.83,3522.79,3179.56,3202.37,3517.19,3280.56,3673.21,3600.35,3257.72,3323.33,3458.09,3179.37,3338.15,3273.57,3455.92,3182.37,,3524.08,3524.85,3474.31,3440.2,3361.65,3528.51,3326.81,3468.09,,3390.31,3417.37,3249.23,3168.93,3253.33,3288.41,3260.84,3307.22,3205.77,3341.34,3616.7,3246.74,,3373.85,3164.76,3303.5,3443.67,3384.4,3384.31,3411.76,3520.89,3286.48,3482.52,3406.63,3468.84,3454.34,3253.68,3324.11,3562.45,3378.03,,3418.04,3371.8,3171.7,3387.59,3120,3393.63,3253.04,3517.82,3760.09,3411.09,3583.88,3385.05,3286.81,3401.76,3585.71,3291.44,3624.52,3219.27,3221.6,3535.59,3567.27,3247.99,3216.55,3136.52,3316.74,3354.89,3521.26,3354.93,,3245.32,3688.45,3380.93,3361.72,3674.99,3107.46,3399.67,3515.44,3284.04,3156.43,3370.33,3657.1,3517.32,3345.41,3340.7,3449.9,3488.2,3786.51,3300.28,3901.5,3240.58,3271.71,3316.42,3334.9,3264.3,3294.27,3471.25,3178.23,3304.48
3,2410,3206.45,173.336,2983.44,4284.15,3031.73,3429.89,3140.27,3186.34,3428.76,3009.64,3098.64,3210.57,3159.96,3143.27,3061.68,3153.3,3098.34,3339.63,3133.21,3410.33,3124.07,3480.33,3889.58,3764.89,3091.77,3300.32,3049.98,3223.5,3070.19,3141.35,3033.5,3100.53,3202.52,3319.13,3474.2,3101.63,3446.69,3058,3103.85,3209.48,3644.89,3325.84,3113.39,3068.66,3233.56,3120.41,3110.19,,3116.53,3072.74,3263.45,3051.39,3055.21,3046.33,3112.71,3128.22,3174.24,3190.42,3120.37,3052.49,3189.52,,3234.69,3071.7,3077.84,3201.77,3222.32,3033.17,3212.67,3160.25,3332.56,3080.05,3237.59,3146.42,3261.97,3077.47,3347.24,3056.34,3098.04,3000.72,,3123.72,3203.68,3577.86,3283.27,3072.17,3064.71,3141.42,3062.53,3220.92,3059.5,3261.88,3036.78,,3034.95,3151.68,3273.7,3238.89,3066.35,3204.9,3078.8,3030.73,3064.49,3080.97,3388.08,3050.18,3129.63,3051.4,3149.84,3238.91,3176.78,3178.99,3111.39,,3061.23,,3078.13,3071.3,3134.81,3202.71,3282.85,3062.65,3348.19,3238.65,3151.08,3141.54,3068.42,3117.85,3120.46,3030.15,3108.32,3058.04,3230.46,3094.29,3053.95,3041.35,3137.76,3105.12,3083.22,3019.3,3647.63,3013.13,3135.04,3144.83,3098.86,3039,3079.39,3278.97,3101.95,3003.12,3087.07,4284.15,3579.41,3489.97,3097.8,3609.18,3188.63,3120.13,3171.69,3107.3,3134.25,3090.87,3075.37,,3158.65,3367.16,3453.47,3050.07,3219.28,3215.05,3015.76,3144.29,3130.52,3081.91,3033.56,3629.53,3254.19,3627.13,3269.77,3414.66,3052.84,3753.56,3407.56,3578.52,3250.78,,3081.96,3215.64,3621.13,3034.34,3080.24,3236.76,3125.53,3607.25,3169.3,3106.89,3110.74,3093.76,3208.57,3100.32,3078.83,3283.11,2983.44,3564.88,3417.48,3159.2,3165.72,3167.95,3464.67,3098.67,3294.69,3340.63,3055.79,,3456.53,3356.67,3485.26,3134.07,3305.73,,3382.85,3047.51,3163.91,3166.47,3328.04,3422.12,3478.82,3369.83,3021.87,3081.33,3109.51,3333.69,3112.92,3190.61,3679.22,3290.06,3182.36,3115.64,,,3422.54,3073.72,3261.17,3254.33,3069.72,3111.04,3300.87,3366.57,3327.51,3253.15,3164.66,3315.14,3240.91,3091.35,3391.76,3188.1,3082.95,,3266.68,3075.36,3436.87,3078.87,3205.85,3577.38,3140.77,3364.12,3112.07,3080.52,3049.53,3279.95,3385.54,3075.76,3216.18,3064.48,3078.32,3206.64,3388.35,3172.98,3460.35,3125.71,3203.63,3353.67,3448.61,3217.56,3064.7,3058.89,3208.5,3029.55,3113.86,3107.06,3448.48,3118.94,3051.28,3254.51,3246.18,3402.45,3226.59,3090.37,3713.86,3699.86,3378.59,3345.87,3347.69,3227.62,3078.42,3561.02,3086.66,3176.17,3075.16,,3164.15,3247.6,3128.78,3372.79,3950.17,3652.88,3251.54,3177.03,3255.45,3364.71,,3060.09,3258.91,3033.88,3060.85,3132.12,3890.4,3097.85,3340.42,3062.7,3324.26,3269.13,,3166.38,3224.82,,3080.69,3291.57,3040.18,3076.04,3086,3068.45,3238.67,3247.82,3595.75,3243.51,3226.26,3079.06,3008.11,3162.03,3143.49,3157.38,3231.02,3089.73,3163.47,3079.36,3224.86,3243.55,3143.36,,3149.84,2989.28,3284.59,3099.38,3232.1,3248.4,3092,3031.3,3620.73,3105.19,3086.31,3187.47,3095.64,3745.05,3247.81,3160.35,3086.68,3059.32,3198.35,3085.15,3263.44,3038.08,3127.71,3076.74,3316.69,3244.19,3408.16,3157.7,3085.42,3187.26,3311.99,3053.4,3039.73,3333.01,3131.87,3388.6,3399.13,3068.25,3117.4,3306.04,3026.75,3201.11,3036.7,3212.81,3034.6,,3348.47,3361.76,3294,3254.46,3157.53,3340.72,3102.4,3245.33,,3162.52,3217.53,3077.36,3020.76,3089.94,3072.96,3120.18,3084.63,3046.05,3081.05,3376.27,3096.13,,3100.69,3006.18,3124.85,3248.56,3161.08,3103.51,3126.27,3329.25,3136.17,3313.21,3102.99,,3183.31,3078.84,3077.96,3359.35,3187.42,,3134.11,3196.12,3028.32,3348.13,2997.07,3302.79,3019.86,3348.04,3511.49,3207.66,3410.84,3198.04,3062.91,3164,3393.18,3159.81,3280.46,3079.38,3062.83,3324.72,3385.58,3058.06,3019.79,3044.66,3123.91,3121.62,3344.47,3068.06,,3075.61,,3152.71,3172.49,3619.49,,3123.85,3289.35,3082,3009.48,3074.11,3423.67,3355.71,3074.97,3165.93,3272.15,3200.1,3626.37,3077.96,3685.4,3070.19,3169.03,,3069.7,3059.4,3056.28,3264.86,3071.24,3064.73
4,3033,3131.77,166.123,2949.33,4146.75,2971.02,3345.52,3163.38,3152.54,3283.1,2971.81,3022.99,3090.3,3123.81,3078.8,3021.23,3032.71,3031.01,3315.46,3065.62,3282.22,3049.63,,4029.82,3652.45,3035.88,3199.48,3051.93,3156.14,3019.28,3062.83,2994.17,3025.18,3136.11,3226.27,3353.01,3050.04,3347.84,3016.83,2995.28,3090.92,3517.09,3249.6,3049.98,3006.54,3076.42,3077.86,3014.03,,3020.32,3025.17,3204.4,3016.54,2989.85,2996.57,3051.84,3037.72,3048.02,3071.57,3030.08,3005.14,3170.72,,3104.03,3017.37,3001.14,3054.19,3195.83,3007.46,3131.83,3034.52,3212.71,3005.72,3157.21,3054.36,3171.68,3022.67,3236.63,3017.52,3006.72,2971.1,,3065.56,3126.72,3520.21,3239.23,3018.77,3010.57,3023.97,3009.08,3140.63,2996.28,3152.77,3011.54,,2997.11,3062.83,3207.99,3158.75,3003.67,3076.72,3012.06,2982.97,3010.38,3074.38,3324.04,2980.3,3045.71,3014.1,3040.5,3150.56,3081.36,3068.47,3059.2,,3010.86,,3060.43,3010.99,3050,3140.47,3223.65,3003.99,3240.95,3133.09,3078.98,3118.32,3038.74,2993.76,3055.97,3007.14,3040.77,3007.04,3121.63,3030.57,2992.56,2989.23,3067.63,3027.36,2995.78,2981.37,3508.28,2995.51,3036.48,3016.05,3035.85,2995.82,3030.4,3135.16,3061.6,2958.2,3048.99,4146.75,3466.96,3379.7,3022.02,3532.27,3084.87,3064.16,3082.83,3042.67,3033.49,3027.66,3030.59,,3075.73,3260.73,3376.01,3027.42,3130.71,3097.35,2971.86,3106.28,3065.71,3041.11,3006.62,3523.49,3164.67,3557.14,3204.09,3327.13,2999,3722.09,3397.85,3442.15,3173.92,,3034.45,3061.65,3486.53,2993.1,3038.19,3126.03,3026.93,3544.71,3058.4,3052.67,3044.99,3023.46,3112.28,3020.61,3035.31,3164.25,2949.33,3540.97,3319.16,3064.35,3067.44,3058.02,3395.42,2995.89,3238.29,3167.12,3008,,3359.95,3286.44,3369.63,3051.39,3232.02,,3262.22,2990.73,3117.82,3063.45,3265.82,3295.15,3412.15,3279.8,2975.68,3010.22,3020.97,3274.11,3056.98,3060.09,3594.85,3140.93,3079.88,3035.34,,,3344.66,3026.13,3217.21,3171.4,3009.39,3011.06,3245.56,3277.01,3332.68,3178.92,3089.14,3243.58,3150.87,3045.86,3316.6,3115.34,3061.87,,3126.54,3004.25,3376.17,2997.97,3104.88,3465.3,3069.12,3259.88,3034.04,3021.64,3008.95,3159.9,3278.31,3015.18,3152.3,3017.76,3016.95,3092.46,3340.48,3061.83,3370.47,3026.29,3117.06,3268.31,3345.62,3138.36,3038.81,3033.96,3109.1,2973.04,3026.75,3019.99,3406.88,3074.82,3040.71,3127.53,3152.92,3331.35,3161.6,3028.1,3690.4,3703.49,3212.92,3300.15,3211.04,3119.68,3002.38,3541.61,3006.51,3078.64,3009.69,,3074.42,3146.66,3085.73,3271.25,3881.24,3565.45,3181.3,3063.45,3191.95,3246.65,,3038.73,3162.64,3012.14,2999.48,3057.55,3704.09,3043.63,3187.43,3006.69,3316.72,3195.14,,3084.27,3106.32,,2984.1,3193.41,2995.68,3009.8,3027.12,3006.99,3179.07,3266.27,3421.42,3179.04,3084.01,3036.44,2961.52,3066,3080.74,3058.22,3123.04,3049.14,3077.56,3004,3177.47,3190.33,3038.35,,3065.36,2965.9,3187.74,3028.37,3125.73,3172.71,3002.25,2992.99,3459.25,3041.6,3008.83,3072.17,3017.85,3637.22,3294.5,3103.87,3003.33,3014.62,3117.56,3025.33,3157.06,3017.79,3038.89,3024.59,3215.18,3134.03,3305.81,3086.33,2991.35,3103.75,3183.32,2999.34,2989.02,3250.54,3058.91,3244.73,3352.46,2999.36,3039.5,3251.2,2984.52,3160.78,2986.18,3084.37,3009.17,,3275.75,3274.92,3226.42,3158.97,3040.78,3278.77,3034.54,3101.55,,3070.58,3131.4,3020.34,2969.04,3045.12,3028.7,3037.13,3002.02,3016.72,3050.84,3275.43,3050.86,,3048.75,2967.05,3067.07,3172.11,3005.63,3011.86,3070.92,3259.18,3060.4,3243.21,3038.02,,3050.39,3003.29,3050.44,3279.47,3080.96,,3067.69,3078.19,2979.65,3322.81,2963.74,3284.88,2998.29,3278.09,3363.97,3075.15,3320.72,3110.53,3026.98,3075.01,3280.1,3098.45,3104.98,3010.55,3002.34,3255.74,3297.56,3002.62,2990.14,2994.8,3018.98,3027.48,3241.25,3035.19,,3027.19,,3045.5,3078.81,3742.06,,3052.89,3160.66,2991.38,2984.45,3031.11,3306.65,3255.48,3006.6,3097.65,3220.61,3088.96,3543.53,3048.98,3558.23,3018.4,3095.3,,2999,3012.51,3000.66,3176.84,3008.23,3028.94
