obsnme,obsval,weight,obgnme,extra,standard_deviation
h_sv1372,180.74037964,0.09129741475485477,head,,1.6666666666666667
h_sv1373,434.94007178,0.09129741475485477,head,,1.6666666666666667
h_sv1383,313.87492773,0.09129741475485477,head,,1.6666666666666667
h_sv1389,174.75875969,0.09129741475485477,head,,1.6666666666666667
h_sv1391,312.69839893,0.09129741475485477,head,,1.6666666666666667
h_sv1392,299.37100635,0.09129741475485477,head,,1.6666666666666667
h_sv1394,369.41693237,0.09129741475485477,head,,1.6666666666666667
h_sv1395,261.41792969,0.09129741475485477,head,,1.6666666666666667
h_sv1404,316.0378396,0.09129741475485477,head,,1.6666666666666667
h_sv1405,328.08217568,0.09129741475485477,head,,1.6666666666666667
h_sv1406,316.50415649,0.09129741475485477,head,,1.6666666666666667
h_sv1408,335.04177563,0.09129741475485477,head,,1.6666666666666667
h_sv1422,146.78096143,0.09129741475485477,head,,1.6666666666666667
h_sv1429,288.68875679,0.09129741475485477,head,,1.6666666666666667
h_sv1444,316.37960327,0.09129741475485477,head,,1.6666666666666667
h_sv1454,212.53066455,0.09129741475485477,head,,1.6666666666666667
h_sv1458,317.44413745,0.09129741475485477,head,,1.6666666666666667
h_sv1469,196.07778918,0.09129741475485477,head,,1.6666666666666667
h_sv1478,329.26530029,0.09129741475485477,head,,1.6666666666666667
h_sv1481,342.97677734,0.09129741475485477,head,,1.6666666666666667
h_sv1493,439.77215737,0.09129741475485477,head,,1.6666666666666667
h_sv1494,430.77544189,0.09129741475485477,head,,1.6666666666666667
h_sv1496,338.52475967,0.09129741475485477,head,,1.6666666666666667
h_sv1500,400.94398218,0.09129741475485477,head,,1.6666666666666667
h_sv1507,280.42770508,0.09129741475485477,head,,1.6666666666666667
h_sv1516,427.81315332,0.09129741475485477,head,,1.6666666666666667
h_sv1517,424.81075073,0.09129741475485477,head,,1.6666666666666667
h_sv1518,422.60036255,0.09129741475485477,head,,1.6666666666666667
h_sv1519,425.00503052,0.09129741475485477,head,,1.6666666666666667
h_sv1525,206.95819922,0.09129741475485477,head,,1.6666666666666667
h_sv1527,220.51445923,0.09129741475485477,head,,1.6666666666666667
h_sv1534,315.69705469,0.09129741475485477,head,,1.6666666666666667
h_sv1542,315.80781543,0.09129741475485477,head,,1.6666666666666667
h_sv1546,403.97662622,0.09129741475485477,head,,1.6666666666666667
h_sv1549,347.65822803,0.09129741475485477,head,,1.6666666666666667
h_sv1550,346.8362981,0.09129741475485477,head,,1.6666666666666667
h_sv1596,289.94507285,0.09129741475485477,head,,1.6666666666666667
h_sv1597,305.4369978,0.09129741475485477,head,,1.6666666666666667
h_sv1607,411.13005542,0.09129741475485477,head,,1.6666666666666667
h_sv1619,389.17375806,0.09129741475485477,head,,1.6666666666666667
h_sv1620,369.01672378,0.09129741475485477,head,,1.6666666666666667
h_sv1657,412.5485957,0.09129741475485477,head,,1.6666666666666667
h_sv1658,326.98884839,0.09129741475485477,head,,1.6666666666666667
h_sv1660,415.14892017,0.09129741475485477,head,,1.6666666666666667
h_sv1668,455.78632837,0.09129741475485477,head,,1.6666666666666667
h_sv1674,371.51536816,0.09129741475485477,head,,1.6666666666666667
h_sv1682,384.1548749,0.09129741475485477,head,,1.6666666666666667
h_sv1698,391.97612148,0.09129741475485477,head,,1.6666666666666667
h_sv1710,420.1265979,0.09129741475485477,head,,1.6666666666666667
h_sv1718,325.18527183,0.09129741475485477,head,,1.6666666666666667
h_sv1719,429.08372632,0.09129741475485477,head,,1.6666666666666667
h_sv1723,418.50351782,0.09129741475485477,head,,1.6666666666666667
h_sv1737,323.4576748,0.09129741475485477,head,,1.6666666666666667
h_sv1767,129.39794307,0.09129741475485477,head,,1.6666666666666667
h_sv1772,330.90107861,0.09129741475485477,head,,1.6666666666666667
h_sv1776,449.01942163,0.09129741475485477,head,,1.6666666666666667
h_sv1778,455.29429443,0.09129741475485477,head,,1.6666666666666667
h_sv1780,129.22496943,0.09129741475485477,head,,1.6666666666666667
h_sv1790,261.98678955,0.09129741475485477,head,,1.6666666666666667
h_sv1791,129.01667424,0.09129741475485477,head,,1.6666666666666667
h_sv1796,470.53429443,0.09129741475485477,head,,1.6666666666666667
h_sv1798,425.75263062,0.09129741475485477,head,,1.6666666666666667
h_sv1803,387.65263062,0.09129741475485477,head,,1.6666666666666667
h_sv1811,440.12671167,0.09129741475485477,head,,1.6666666666666667
h_sv1814,416.52997925,0.09129741475485477,head,,1.6666666666666667
h_sv1817,399.29275635,0.09129741475485477,head,,1.6666666666666667
h_sv1822,405.62069728,0.09129741475485477,head,,1.6666666666666667
h_sv1823,415.37453466,0.09129741475485477,head,,1.6666666666666667
h_sv1824,411.60335961,0.09129741475485477,head,,1.6666666666666667
h_sv1825,380.3130271,0.09129741475485477,head,,1.6666666666666667
h_sv1831,440.13420781,0.09129741475485477,head,,1.6666666666666667
h_sv1834,381.20180151,0.09129741475485477,head,,1.6666666666666667
h_sv1838,435.46054292,0.09129741475485477,head,,1.6666666666666667
h_sv1849,436.58463877,0.09129741475485477,head,,1.6666666666666667
h_sv1871,441.51468726,0.09129741475485477,head,,1.6666666666666667
h_sv1874,339.79922412,0.09129741475485477,head,,1.6666666666666667
h_sv1875,366.26845337,0.09129741475485477,head,,1.6666666666666667
h_sv1889,374.64305249,0.09129741475485477,head,,1.6666666666666667
h_sv1895,196.1763208,0.09129741475485477,head,,1.6666666666666667
h_sv1901,376.71349658,0.09129741475485477,head,,1.6666666666666667
h_sv1916,386.30378906,0.09129741475485477,head,,1.6666666666666667
h_sv1926,284.07457227,0.09129741475485477,head,,1.6666666666666667
h_sv1927,350.39812925,0.09129741475485477,head,,1.6666666666666667
h_sv1929,327.69328784,0.09129741475485477,head,,1.6666666666666667
h_sv1933,440.28338442,0.09129741475485477,head,,1.6666666666666667
h_sv1941,367.01263843,0.09129741475485477,head,,1.6666666666666667
h_sv1946,418.34342529,0.09129741475485477,head,,1.6666666666666667
h_sv1950,213.6393614,0.09129741475485477,head,,1.6666666666666667
h_sv2007,488.80189648,0.09129741475485477,head,,1.6666666666666667
h_sv2013,414.52551392,0.09129741475485477,head,,1.6666666666666667
h_sv2017,432.75958984,0.09129741475485477,head,,1.6666666666666667
h_sv2053,443.54814282,0.09129741475485477,head,,1.6666666666666667
h_sv2072,227.424677,0.09129741475485477,head,,1.6666666666666667
h_sv2079,357.26708008,0.09129741475485477,head,,1.6666666666666667
h_sv2132,119.6990376,0.09129741475485477,head,,1.6666666666666667
h_sv2156,410.96696045,0.09129741475485477,head,,1.6666666666666667
h_sv2162,433.58890293,0.09129741475485477,head,,1.6666666666666667
h_sv2163,451.67797354,0.09129741475485477,head,,1.6666666666666667
h_sv2172,201.68785291,0.09129741475485477,head,,1.6666666666666667
h_sv2193,406.92894653,0.09129741475485477,head,,1.6666666666666667
h_sv2207,206.407652,0.09129741475485477,head,,1.6666666666666667
h_sv2225,240.79918213,0.09129741475485477,head,,1.6666666666666667
h_sv2236,444.63046714,0.09129741475485477,head,,1.6666666666666667
h_sv2237,435.98545591,0.09129741475485477,head,,1.6666666666666667
h_sv2244,428.42163555,0.09129741475485477,head,,1.6666666666666667
h_sv2249,128.80275793,0.09129741475485477,head,,1.6666666666666667
h_sv2266,316.34230103,0.09129741475485477,head,,1.6666666666666667
h_sv2267,320.67278076,0.09129741475485477,head,,1.6666666666666667
h_sv2268,327.98186279,0.09129741475485477,head,,1.6666666666666667
h_sv2269,341.93467432,0.09129741475485477,head,,1.6666666666666667
h_sv2272,337.76529346,0.09129741475485477,head,,1.6666666666666667
h_sv2295,147.48838245,0.09129741475485477,head,,1.6666666666666667
h_sv2316,331.96166699,0.09129741475485477,head,,1.6666666666666667
h_sv2327,337.61604028,0.09129741475485477,head,,1.6666666666666667
h_sv2365,395.01838818,0.09129741475485477,head,,1.6666666666666667
h_sv2396,366.35378467,0.09129741475485477,head,,1.6666666666666667
h_sv2399,327.64142422,0.09129741475485477,head,,1.6666666666666667
h_sv2401,303.69844604,0.09129741475485477,head,,1.6666666666666667
h_sv2407,318.16149341,0.09129741475485477,head,,1.6666666666666667
h_sv2408,337.777979,0.09129741475485477,head,,1.6666666666666667
h_sv2409,311.90195532,0.09129741475485477,head,,1.6666666666666667
h_sv2429,384.82289258,0.09129741475485477,head,,1.6666666666666667
h_sv2437,313.27412549,0.09129741475485477,head,,1.6666666666666667
h_sv2454,349.59903784,0.09129741475485477,head,,1.6666666666666667
h_sv2464,326.89604155,0.09129741475485477,head,,1.6666666666666667
h_sv2466,416.13833887,0.09129741475485477,head,,1.6666666666666667
h_sv2486,470.56524365,0.09129741475485477,head,,1.6666666666666667
h_sv2499,296.03093574,0.09129741475485477,head,,1.6666666666666667
h_sv2512,313.50821045,0.09129741475485477,head,,1.6666666666666667
h_sv2521,433.45238696,0.09129741475485477,head,,1.6666666666666667
h_sv2525,330.71712964,0.09129741475485477,head,,1.6666666666666667
h_sv2528,155.97461768,0.09129741475485477,head,,1.6666666666666667
h_sv2533,412.48595215,0.09129741475485477,head,,1.6666666666666667
h_sv2541,370.40941821,0.09129741475485477,head,,1.6666666666666667
h_sv2544,398.15050146,0.09129741475485477,head,,1.6666666666666667
h_sv2560,382.8359938,0.09129741475485477,head,,1.6666666666666667
h_sv2561,389.8463938,0.09129741475485477,head,,1.6666666666666667
h_sv2566,411.97494629,0.09129741475485477,head,,1.6666666666666667
h_sv2582,400.04703857,0.09129741475485477,head,,1.6666666666666667
h_sv2599,348.38740259,0.09129741475485477,head,,1.6666666666666667
h_sv2612,468.20576196,0.09129741475485477,head,,1.6666666666666667
h_sv2618,358.73722559,0.09129741475485477,head,,1.6666666666666667
h_sv2638,363.89076367,0.09129741475485477,head,,1.6666666666666667
h_sv2639,449.0118269,0.09129741475485477,head,,1.6666666666666667
h_sv2644,366.20066968,0.09129741475485477,head,,1.6666666666666667
h_sv2647,358.83992969,0.09129741475485477,head,,1.6666666666666667
h_sv2649,361.31752979,0.09129741475485477,head,,1.6666666666666667
h_sv2668,318.70572998,0.09129741475485477,head,,1.6666666666666667
h_sv2680,300.43712817,0.09129741475485477,head,,1.6666666666666667
h_sv2686,414.39869824,0.09129741475485477,head,,1.6666666666666667
h_sv2693,197.79641443,0.09129741475485477,head,,1.6666666666666667
h_sv2738,435.06933521,0.09129741475485477,head,,1.6666666666666667
h_sv2761,388.25997778,0.09129741475485477,head,,1.6666666666666667
h_sv2768,406.4975918,0.09129741475485477,head,,1.6666666666666667
h_sv2769,385.2577417,0.09129741475485477,head,,1.6666666666666667
h_sv2771,411.97374946,0.09129741475485477,head,,1.6666666666666667
h_sv2775,328.31111694,0.09129741475485477,head,,1.6666666666666667
h_sv2776,357.46218311,0.09129741475485477,head,,1.6666666666666667
h_sv2778,358.15261279,0.09129741475485477,head,,1.6666666666666667
h_sv2785,359.73646533,0.09129741475485477,head,,1.6666666666666667
h_sv2797,362.64971362,0.09129741475485477,head,,1.6666666666666667
h_sv2798,368.93362769,0.09129741475485477,head,,1.6666666666666667
h_sv2801,416.51138574,0.09129741475485477,head,,1.6666666666666667
h_sv2855,433.7260769,0.09129741475485477,head,,1.6666666666666667
h_sv2856,437.4680647,0.09129741475485477,head,,1.6666666666666667
h_sv2862,385.50282959,0.09129741475485477,head,,1.6666666666666667
h_sv2875,367.83805981,0.09129741475485477,head,,1.6666666666666667
h_sv2887,274.3580752,0.09129741475485477,head,,1.6666666666666667
h_sv2888,346.03464917,0.09129741475485477,head,,1.6666666666666667
h_sv2904,398.40572559,0.09129741475485477,head,,1.6666666666666667
h_sv2905,403.18998853,0.09129741475485477,head,,1.6666666666666667
h_sv2942,395.50684277,0.09129741475485477,head,,1.6666666666666667
h_sv2943,444.13646177,0.09129741475485477,head,,1.6666666666666667
h_sv2963,443.02755176,0.09129741475485477,head,,1.6666666666666667
h_sv2971,444.71919385,0.09129741475485477,head,,1.6666666666666667
h_sv2972,450.07338989,0.09129741475485477,head,,1.6666666666666667
h_sv2974,419.13466846,0.09129741475485477,head,,1.6666666666666667
h_sv3010,109.79154541,0.09129741475485477,head,,1.6666666666666667
h_sv3022,410.79219189,0.09129741475485477,head,,1.6666666666666667
h_sv3054,393.30405708,0.09129741475485477,head,,1.6666666666666667
h_sv3071,438.75066162,0.09129741475485477,head,,1.6666666666666667
h_sv3074,451.32613647,0.09129741475485477,head,,1.6666666666666667
h_sv3075,365.06780103,0.09129741475485477,head,,1.6666666666666667
h_sv3117,327.75104639,0.09129741475485477,head,,1.6666666666666667
h_sv3127,425.95697852,0.09129741475485477,head,,1.6666666666666667
h_sv3157,361.89744263,0.09129741475485477,head,,1.6666666666666667
h_sv3158,352.64254614,0.09129741475485477,head,,1.6666666666666667
h_sv3168,494.25302246,0.09129741475485477,head,,1.6666666666666667
h_sv3183,469.81883374,0.09129741475485477,head,,1.6666666666666667
h_sv3200,345.06733057,0.09129741475485477,head,,1.6666666666666667
h_sv3210,359.60088257,0.09129741475485477,head,,1.6666666666666667
h_sv3214,168.12447559,0.09129741475485477,head,,1.6666666666666667
h_sv3239,404.141521,0.09129741475485477,head,,1.6666666666666667
h_sv3265,363.97343579,0.09129741475485477,head,,1.6666666666666667
h_sv3303,405.77872119,0.09129741475485477,head,,1.6666666666666667
h_sv3304,356.55933301,0.09129741475485477,head,,1.6666666666666667
h_sv3324,371.94828931,0.09129741475485477,head,,1.6666666666666667
h_sv3347,461.43649707,0.09129741475485477,head,,1.6666666666666667
h_sv3358,322.1298772,0.09129741475485477,head,,1.6666666666666667
h_sv3391,333.88179906,0.09129741475485477,head,,1.6666666666666667
h_sv3398,290.67359624,0.09129741475485477,head,,1.6666666666666667
h_sv3417,456.5321314,0.09129741475485477,head,,1.6666666666666667
h_sv3423,278.12434937,0.09129741475485477,head,,1.6666666666666667
h_sv3434,321.49215259,0.09129741475485477,head,,1.6666666666666667
h_sv3438,268.80362769,0.09129741475485477,head,,1.6666666666666667
h_sv3515,391.28409497,0.09129741475485477,head,,1.6666666666666667
h_sv3518,309.10723657,0.09129741475485477,head,,1.6666666666666667
h_sv3541,407.44530127,0.09129741475485477,head,,1.6666666666666667
h_sv3547,368.36909058,0.09129741475485477,head,,1.6666666666666667
h_sv3571,388.94813672,0.09129741475485477,head,,1.6666666666666667
h_sv3577,445.07164551,0.09129741475485477,head,,1.6666666666666667
h_sv3596,361.75716187,0.09129741475485477,head,,1.6666666666666667
h_sv3625,364.08355151,0.09129741475485477,head,,1.6666666666666667
h_sv3636,326.03639067,0.09129741475485477,head,,1.6666666666666667
h_sv3639,393.97283081,0.09129741475485477,head,,1.6666666666666667
h_sv3654,241.01270876,0.09129741475485477,head,,1.6666666666666667
h_sv3667,317.43608496,0.09129741475485477,head,,1.6666666666666667
h_sv3675,332.45994287,0.09129741475485477,head,,1.6666666666666667
h_sv3681,398.67972217,0.09129741475485477,head,,1.6666666666666667
h_sv3703,279.90735962,0.09129741475485477,head,,1.6666666666666667
h_sv3710,295.63354702,0.09129741475485477,head,,1.6666666666666667
h_sv3724,427.87036963,0.09129741475485477,head,,1.6666666666666667
h_sv3748,435.5531394,0.09129741475485477,head,,1.6666666666666667
h_sv3756,343.74440552,0.09129741475485477,head,,1.6666666666666667
h_sv3817,375.21282666,0.09129741475485477,head,,1.6666666666666667
h_sv3854,368.10242798,0.09129741475485477,head,,1.6666666666666667
h_sv3889,432.2081228,0.09129741475485477,head,,1.6666666666666667
h_sv3903,422.76373706,0.09129741475485477,head,,1.6666666666666667
h_sv3925,414.93691943,0.09129741475485477,head,,1.6666666666666667
h_sv3943,276.37001245,0.09129741475485477,head,,1.6666666666666667
h_sv3946,387.3328207,0.09129741475485477,head,,1.6666666666666667
h_sv3967,396.18946143,0.09129741475485477,head,,1.6666666666666667
h_sv3980,439.43265454,0.09129741475485477,head,,1.6666666666666667
h_sv3982,467.37423633,0.09129741475485477,head,,1.6666666666666667
h_sv3983,163.39815588,0.09129741475485477,head,,1.6666666666666667
h_sv3991,160.72156926,0.09129741475485477,head,,1.6666666666666667
h_sv3996,379.88064917,0.09129741475485477,head,,1.6666666666666667
h_sv3997,396.99547778,0.09129741475485477,head,,1.6666666666666667
h_sv4015,378.82722607,0.09129741475485477,head,,1.6666666666666667
h_sv4022,465.90901733,0.09129741475485477,head,,1.6666666666666667
h_sv4059,361.99311963,0.09129741475485477,head,,1.6666666666666667
h_sv4069,453.6041731,0.09129741475485477,head,,1.6666666666666667
h_sv4122,159.24910288,0.09129741475485477,head,,1.6666666666666667
h_sv4131,347.42539282,0.09129741475485477,head,,1.6666666666666667
h_sv4164,463.32243896,0.09129741475485477,head,,1.6666666666666667
h_sv4177,380.17228833,0.09129741475485477,head,,1.6666666666666667
h_sv4178,367.19060303,0.09129741475485477,head,,1.6666666666666667
h_sv4179,394.16963745,0.09129741475485477,head,,1.6666666666666667
h_sv4193,407.72355371,0.09129741475485477,head,,1.6666666666666667
h_sv4215,428.07729976,0.09129741475485477,head,,1.6666666666666667
h_sv4220,90.715889514,0.09129741475485477,head,,1.6666666666666667
h_sv4221,443.16405688,0.09129741475485477,head,,1.6666666666666667
h_sv4222,328.65136118,0.09129741475485477,head,,1.6666666666666667
h_sv4240,309.01714111,0.09129741475485477,head,,1.6666666666666667
h_sv4247,446.45642358,0.09129741475485477,head,,1.6666666666666667
h_sv4254,344.14228955,0.09129741475485477,head,,1.6666666666666667
h_sv4257,393.64551611,0.09129741475485477,head,,1.6666666666666667
h_sv4291,310.3840415,0.09129741475485477,head,,1.6666666666666667
h_sv4318,265.9458939,0.09129741475485477,head,,1.6666666666666667
h_sv4343,456.55395435,0.09129741475485477,head,,1.6666666666666667
h_sv4351,380.8151355,0.09129741475485477,head,,1.6666666666666667
h_sv4353,426.89927246,0.09129741475485477,head,,1.6666666666666667
h_sv4368,349.33249164,0.09129741475485477,head,,1.6666666666666667
h_sv4370,359.36559766,0.09129741475485477,head,,1.6666666666666667
h_sv4395,457.12704883,0.09129741475485477,head,,1.6666666666666667
h_sv4409,450.56730786,0.09129741475485477,head,,1.6666666666666667
h_sv4413,312.58675298,0.09129741475485477,head,,1.6666666666666667
h_sv4415,357.65148257,0.09129741475485477,head,,1.6666666666666667
h_sv4417,402.4593561,0.09129741475485477,head,,1.6666666666666667
h_sv4429,323.01449023,0.09129741475485477,head,,1.6666666666666667
h_sv4435,156.75641699,0.09129741475485477,head,,1.6666666666666667
h_sv4460,413.57648223,0.09129741475485477,head,,1.6666666666666667
h_sv4470,452.7433728,0.09129741475485477,head,,1.6666666666666667
h_sv4479,411.49276855,0.09129741475485477,head,,1.6666666666666667
h_sv4489,417.67066187,0.09129741475485477,head,,1.6666666666666667
h_sv4495,431.58575005,0.09129741475485477,head,,1.6666666666666667
h_sv4508,401.03918726,0.09129741475485477,head,,1.6666666666666667
h_sv4509,276.31443848,0.09129741475485477,head,,1.6666666666666667
h_sv4550,394.39974414,0.09129741475485477,head,,1.6666666666666667
h_sv4615,442.84309937,0.09129741475485477,head,,1.6666666666666667
h_sv4651,382.92055225,0.09129741475485477,head,,1.6666666666666667
h_sv4658,431.58655469,0.09129741475485477,head,,1.6666666666666667
h_sv700,391.89619019,0.09129741475485477,head,,1.6666666666666667
h_sv722,328.15618042,0.09129741475485477,head,,1.6666666666666667
h_sv731,388.41480591,0.09129741475485477,head,,1.6666666666666667
h_sv740,335.91495093,0.09129741475485477,head,,1.6666666666666667
h_sv748,345.73461353,0.09129741475485477,head,,1.6666666666666667
h_sv759,395.25903857,0.09129741475485477,head,,1.6666666666666667
h_sv760,268.01210132,0.09129741475485477,head,,1.6666666666666667
h_sv772,160.46478406,0.09129741475485477,head,,1.6666666666666667
h_sv783,301.85710815,0.09129741475485477,head,,1.6666666666666667
h_sv793,451.5402041,0.09129741475485477,head,,1.6666666666666667
h_sv809,282.63135303,0.09129741475485477,head,,1.6666666666666667
h_sv810,350.90464355,0.09129741475485477,head,,1.6666666666666667
h_sv835,323.13955127,0.09129741475485477,head,,1.6666666666666667
h_sv851,318.48090015,0.09129741475485477,head,,1.6666666666666667
h_sv852,380.28710376,0.09129741475485477,head,,1.6666666666666667
h_sv867,393.58855225,0.09129741475485477,head,,1.6666666666666667
h_sv869,360.18793555,0.09129741475485477,head,,1.6666666666666667
h_sv898,426.96971265,0.09129741475485477,head,,1.6666666666666667
h_sv905,312.61307861,0.09129741475485477,head,,1.6666666666666667
h_sv907,313.86424072,0.09129741475485477,head,,1.6666666666666667
h_sv913,162.04356799,0.09129741475485477,head,,1.6666666666666667
h_sv920,404.27311841,0.09129741475485477,head,,1.6666666666666667
h_sv923,374.64735854,0.09129741475485477,head,,1.6666666666666667
h_sv931,417.02784302,0.09129741475485477,head,,1.6666666666666667
h_sv937,457.51729492,0.09129741475485477,head,,1.6666666666666667
h_sv943,344.5011582,0.09129741475485477,head,,1.6666666666666667
h_sv946,366.72582153,0.09129741475485477,head,,1.6666666666666667
h_sv949,333.2224939,0.09129741475485477,head,,1.6666666666666667
h_sv953,158.1643302,0.09129741475485477,head,,1.6666666666666667
h_sv967,457.45206104,0.09129741475485477,head,,1.6666666666666667
h_sv969,396.6785083,0.09129741475485477,head,,1.6666666666666667
h_sv978,351.90403882,0.09129741475485477,head,,1.6666666666666667
h_sv991,216.72171851,0.09129741475485477,head,,1.6666666666666667
h_sv994,375.80924561,0.09129741475485477,head,,1.6666666666666667
h_u1730,130.98978284,0.09129741475485477,head,,1.6666666666666667
h_u1936,319.04242773,0.09129741475485477,head,,1.6666666666666667
h_u2053,298.40472827,0.09129741475485477,head,,1.6666666666666667
h_u2084,99.644470886,0.09129741475485477,head,,1.6666666666666667
h_u2243,304.78413086,0.09129741475485477,head,,1.6666666666666667
h_u2279,109.90126394,0.09129741475485477,head,,1.6666666666666667
h_u2441,354.80287231,0.09129741475485477,head,,1.6666666666666667
h_u2686,128.80572644,0.09129741475485477,head,,1.6666666666666667
h_u2744,167.22364246,0.09129741475485477,head,,1.6666666666666667
h_u2969,193.43973047,0.09129741475485477,head,,1.6666666666666667
h_u2982,335.64225903,0.09129741475485477,head,,1.6666666666666667
h_u3288,134.57125781,0.09129741475485477,head,,1.6666666666666667
h_u3433,304.30606201,0.09129741475485477,head,,1.6666666666666667
h_u3717,115.37439795,0.09129741475485477,head,,1.6666666666666667
h_u3741,419.97382422,0.09129741475485477,head,,1.6666666666666667
h_u4315,334.14075049,0.09129741475485477,head,,1.6666666666666667
h_u4328,362.72648755,0.09129741475485477,head,,1.6666666666666667
h_u4724,319.95482837,0.09129741475485477,head,,1.6666666666666667
h_u4825,339.18486987,0.09129741475485477,head,,1.6666666666666667
h_u4851,347.51533911,0.09129741475485477,head,,1.6666666666666667
h_u5000,410.82053442,0.09129741475485477,head,,1.6666666666666667
h_u5083,343.51979199,0.09129741475485477,head,,1.6666666666666667
h_u5100,359.01435571,0.09129741475485477,head,,1.6666666666666667
h_u5180,359.01435571,0.09129741475485477,head,,1.6666666666666667
h_u5326,168.12169434,0.09129741475485477,head,,1.6666666666666667
h_u5393,395.35781372,0.09129741475485477,head,,1.6666666666666667
h_u5438,311.39577124,0.09129741475485477,head,,1.6666666666666667
h_u5567,305.53645459,0.09129741475485477,head,,1.6666666666666667
h_u5597,310.9717481,0.09129741475485477,head,,1.6666666666666667
h_u5599,304.64848315,0.09129741475485477,head,,1.6666666666666667
h_u5600,305.11266455,0.09129741475485477,head,,1.6666666666666667
h_u5601,315.53961865,0.09129741475485477,head,,1.6666666666666667
h_u5668,285.90725977,0.09129741475485477,head,,1.6666666666666667
