parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,,usecol,idx0,idx1,idx2,i,j,zone
k33_pp_:3_i:290_j:210,log,factor,0.9594125,0.78939975,1.2249775,k33_pp_:3,1.0,0.0,1,,3,,,,,290,210,
k33_pp_:3_i:290_j:230,log,factor,1.024045,0.83437825,1.2509325,k33_pp_:3,1.0,0.0,1,,3,,,,,290,230,
k33_pp_:3_i:290_j:250,log,factor,1.022825,0.83544825,1.279015,k33_pp_:3,1.0,0.0,1,,3,,,,,290,250,
k33_pp_:3_i:290_j:270,log,factor,0.9866045,0.834147,1.22289,k33_pp_:3,1.0,0.0,1,,3,,,,,290,270,
k33_pp_:3_i:290_j:290,log,factor,0.9865975,0.83955075,1.247375,k33_pp_:3,1.0,0.0,1,,3,,,,,290,290,
k33_pp_:3_i:290_j:310,log,factor,1.038905,0.8116935,1.25301,k33_pp_:3,1.0,0.0,1,,3,,,,,290,310,
k33_pp_:3_i:290_j:330,log,factor,1.03302,0.7935505,1.256905,k33_pp_:3,1.0,0.0,1,,3,,,,,290,330,
k33_pp_:3_i:290_j:350,log,factor,1.00574,0.8445185,1.268915,k33_pp_:3,1.0,0.0,1,,3,,,,,290,350,
k33_pp_:3_i:290_j:370,log,factor,1.015385,0.85407425,1.2634825,k33_pp_:3,1.0,0.0,1,,3,,,,,290,370,
k33_pp_:3_i:290_j:390,log,factor,0.9410965,0.78140875,1.1980775,k33_pp_:3,1.0,0.0,1,,3,,,,,290,390,
k33_pp_:3_i:290_j:410,log,factor,1.01852,0.838345,1.25147,k33_pp_:3,1.0,0.0,1,,3,,,,,290,410,
k33_pp_:3_i:290_j:430,log,factor,0.975284,0.762099,1.2231125,k33_pp_:3,1.0,0.0,1,,3,,,,,290,430,
k33_pp_:3_i:290_j:450,log,factor,0.9999225,0.7822445,1.254185,k33_pp_:3,1.0,0.0,1,,3,,,,,290,450,
k33_pp_:3_i:290_j:470,log,factor,0.9754215,0.798031,1.18708,k33_pp_:3,1.0,0.0,1,,3,,,,,290,470,
k33_pp_:3_i:290_j:490,log,factor,0.980554,0.79626325,1.2491525,k33_pp_:3,1.0,0.0,1,,3,,,,,290,490,
k33_pp_:3_i:290_j:510,log,factor,0.9861115,0.78539525,1.191305,k33_pp_:3,1.0,0.0,1,,3,,,,,290,510,
k33_pp_:3_i:290_j:530,log,factor,0.998511,0.8071675,1.2136475,k33_pp_:3,1.0,0.0,1,,3,,,,,290,530,
k33_pp_:3_i:290_j:550,log,factor,1.01877,0.79372225,1.2802425,k33_pp_:3,1.0,0.0,1,,3,,,,,290,550,
k33_pp_:3_i:290_j:570,log,factor,1.013325,0.8142705,1.243525,k33_pp_:3,1.0,0.0,1,,3,,,,,290,570,
k33_pp_:3_i:290_j:590,log,factor,0.9849625,0.79819575,1.221475,k33_pp_:3,1.0,0.0,1,,3,,,,,290,590,
k33_pp_:3_i:310_j:170,log,factor,1.00511,0.782246,1.232145,k33_pp_:3,1.0,0.0,1,,3,,,,,310,170,
k33_pp_:3_i:310_j:190,log,factor,0.9984725,0.84613925,1.22575,k33_pp_:3,1.0,0.0,1,,3,,,,,310,190,
k33_pp_:3_i:310_j:210,log,factor,1.01404,0.7979125,1.210695,k33_pp_:3,1.0,0.0,1,,3,,,,,310,210,
k33_pp_:3_i:310_j:230,log,factor,1.025075,0.81540275,1.263195,k33_pp_:3,1.0,0.0,1,,3,,,,,310,230,
k33_pp_:3_i:310_j:250,log,factor,1.042855,0.834245,1.2709475,k33_pp_:3,1.0,0.0,1,,3,,,,,310,250,
k33_pp_:3_i:310_j:270,log,factor,0.9978025,0.78903,1.2159075,k33_pp_:3,1.0,0.0,1,,3,,,,,310,270,
k33_pp_:3_i:310_j:290,log,factor,1.01547,0.80095325,1.24135,k33_pp_:3,1.0,0.0,1,,3,,,,,310,290,
k33_pp_:3_i:310_j:310,log,factor,0.964768,0.80569925,1.22039,k33_pp_:3,1.0,0.0,1,,3,,,,,310,310,
k33_pp_:3_i:310_j:330,log,factor,0.949932,0.787354,1.211335,k33_pp_:3,1.0,0.0,1,,3,,,,,310,330,
k33_pp_:3_i:310_j:350,log,factor,0.997809,0.79238975,1.201505,k33_pp_:3,1.0,0.0,1,,3,,,,,310,350,
k33_pp_:3_i:310_j:370,log,factor,1.033525,0.82579925,1.2749825,k33_pp_:3,1.0,0.0,1,,3,,,,,310,370,
k33_pp_:3_i:310_j:390,log,factor,0.9992835,0.796598,1.197925,k33_pp_:3,1.0,0.0,1,,3,,,,,310,390,
k33_pp_:3_i:310_j:410,log,factor,0.998582,0.80868675,1.2715925,k33_pp_:3,1.0,0.0,1,,3,,,,,310,410,
k33_pp_:3_i:310_j:430,log,factor,1.019605,0.8106455,1.2514625,k33_pp_:3,1.0,0.0,1,,3,,,,,310,430,
k33_pp_:3_i:310_j:450,log,factor,1.012345,0.83460125,1.21003,k33_pp_:3,1.0,0.0,1,,3,,,,,310,450,
k33_pp_:3_i:310_j:470,log,factor,1.05712,0.83683175,1.2834525,k33_pp_:3,1.0,0.0,1,,3,,,,,310,470,
k33_pp_:3_i:310_j:490,log,factor,0.978775,0.7926955,1.202125,k33_pp_:3,1.0,0.0,1,,3,,,,,310,490,
k33_pp_:3_i:310_j:510,log,factor,1.008075,0.78936775,1.227885,k33_pp_:3,1.0,0.0,1,,3,,,,,310,510,
k33_pp_:3_i:310_j:530,log,factor,1.068195,0.87073975,1.271985,k33_pp_:3,1.0,0.0,1,,3,,,,,310,530,
k33_pp_:3_i:310_j:550,log,factor,0.98303,0.770924,1.25453,k33_pp_:3,1.0,0.0,1,,3,,,,,310,550,
k33_pp_:3_i:310_j:570,log,factor,0.9944775,0.827448,1.2253975,k33_pp_:3,1.0,0.0,1,,3,,,,,310,570,
k33_pp_:3_i:310_j:590,log,factor,0.994689,0.797832,1.2105475,k33_pp_:3,1.0,0.0,1,,3,,,,,310,590,
k33_pp_:3_i:330_j:190,log,factor,0.999922,0.814256,1.223515,k33_pp_:3,1.0,0.0,1,,3,,,,,330,190,
k33_pp_:3_i:330_j:210,log,factor,0.9714385,0.7772375,1.175555,k33_pp_:3,1.0,0.0,1,,3,,,,,330,210,
k33_pp_:3_i:330_j:230,log,factor,1.022675,0.84654975,1.22169,k33_pp_:3,1.0,0.0,1,,3,,,,,330,230,
k33_pp_:3_i:330_j:250,log,factor,0.996962,0.80723225,1.2226475,k33_pp_:3,1.0,0.0,1,,3,,,,,330,250,
k33_pp_:3_i:330_j:270,log,factor,1.007175,0.82789625,1.21529,k33_pp_:3,1.0,0.0,1,,3,,,,,330,270,
k33_pp_:3_i:330_j:290,log,factor,1.00846,0.81733125,1.2471175,k33_pp_:3,1.0,0.0,1,,3,,,,,330,290,
k33_pp_:3_i:330_j:310,log,factor,1.026195,0.79369475,1.27117,k33_pp_:3,1.0,0.0,1,,3,,,,,330,310,
k33_pp_:3_i:330_j:330,log,factor,0.9608895,0.75492375,1.2262175,k33_pp_:3,1.0,0.0,1,,3,,,,,330,330,
k33_pp_:3_i:330_j:350,log,factor,1.01812,0.84867,1.2046375,k33_pp_:3,1.0,0.0,1,,3,,,,,330,350,
k33_pp_:3_i:330_j:370,log,factor,1.018305,0.79888475,1.21883,k33_pp_:3,1.0,0.0,1,,3,,,,,330,370,
k33_pp_:3_i:330_j:390,log,factor,0.943853,0.779097,1.21791,k33_pp_:3,1.0,0.0,1,,3,,,,,330,390,
k33_pp_:3_i:330_j:410,log,factor,1.013795,0.815374,1.2531625,k33_pp_:3,1.0,0.0,1,,3,,,,,330,410,
k33_pp_:3_i:330_j:430,log,factor,0.9774505,0.7736005,1.17031,k33_pp_:3,1.0,0.0,1,,3,,,,,330,430,
k33_pp_:3_i:330_j:450,log,factor,0.9993545,0.84848975,1.2414175,k33_pp_:3,1.0,0.0,1,,3,,,,,330,450,
k33_pp_:3_i:330_j:470,log,factor,0.995431,0.83137975,1.1899325,k33_pp_:3,1.0,0.0,1,,3,,,,,330,470,
k33_pp_:3_i:330_j:490,log,factor,1.027125,0.8512455,1.251115,k33_pp_:3,1.0,0.0,1,,3,,,,,330,490,
k33_pp_:3_i:330_j:510,log,factor,1.02633,0.816328,1.2477225,k33_pp_:3,1.0,0.0,1,,3,,,,,330,510,
k33_pp_:3_i:330_j:530,log,factor,1.01666,0.83495575,1.229635,k33_pp_:3,1.0,0.0,1,,3,,,,,330,530,
k33_pp_:3_i:350_j:190,log,factor,1.04075,0.816671,1.2553725,k33_pp_:3,1.0,0.0,1,,3,,,,,350,190,
k33_pp_:3_i:350_j:210,log,factor,1.005365,0.785744,1.2455075,k33_pp_:3,1.0,0.0,1,,3,,,,,350,210,
k33_pp_:3_i:350_j:230,log,factor,0.9963395,0.851548,1.2476625,k33_pp_:3,1.0,0.0,1,,3,,,,,350,230,
k33_pp_:3_i:350_j:250,log,factor,0.9643445,0.7706175,1.2153275,k33_pp_:3,1.0,0.0,1,,3,,,,,350,250,
k33_pp_:3_i:350_j:270,log,factor,0.945913,0.7904835,1.1532475,k33_pp_:3,1.0,0.0,1,,3,,,,,350,270,
k33_pp_:3_i:350_j:290,log,factor,0.964318,0.79439625,1.228225,k33_pp_:3,1.0,0.0,1,,3,,,,,350,290,
k33_pp_:3_i:350_j:310,log,factor,0.994461,0.803027,1.25537,k33_pp_:3,1.0,0.0,1,,3,,,,,350,310,
k33_pp_:3_i:350_j:330,log,factor,1.034805,0.854471,1.3013675,k33_pp_:3,1.0,0.0,1,,3,,,,,350,330,
k33_pp_:3_i:350_j:350,log,factor,1.04845,0.8195045,1.2554775,k33_pp_:3,1.0,0.0,1,,3,,,,,350,350,
k33_pp_:3_i:350_j:370,log,factor,1.013905,0.78605475,1.2296125,k33_pp_:3,1.0,0.0,1,,3,,,,,350,370,
k33_pp_:3_i:350_j:390,log,factor,1.050805,0.83893525,1.33017,k33_pp_:3,1.0,0.0,1,,3,,,,,350,390,
k33_pp_:3_i:350_j:410,log,factor,1.032695,0.81552225,1.255945,k33_pp_:3,1.0,0.0,1,,3,,,,,350,410,
k33_pp_:3_i:350_j:430,log,factor,0.9784075,0.78702675,1.2361125,k33_pp_:3,1.0,0.0,1,,3,,,,,350,430,
k33_pp_:3_i:350_j:450,log,factor,1.02059,0.81362,1.2298325,k33_pp_:3,1.0,0.0,1,,3,,,,,350,450,
k33_pp_:3_i:350_j:470,log,factor,0.99838,0.79643575,1.239925,k33_pp_:3,1.0,0.0,1,,3,,,,,350,470,
k33_pp_:3_i:350_j:490,log,factor,1.00891,0.80867125,1.27714,k33_pp_:3,1.0,0.0,1,,3,,,,,350,490,
k33_pp_:3_i:350_j:510,log,factor,0.9694485,0.81332325,1.21991,k33_pp_:3,1.0,0.0,1,,3,,,,,350,510,
k33_pp_:3_i:350_j:530,log,factor,0.9769695,0.801211,1.210225,k33_pp_:3,1.0,0.0,1,,3,,,,,350,530,
k33_pp_:3_i:370_j:190,log,factor,1.013965,0.808599,1.20872,k33_pp_:3,1.0,0.0,1,,3,,,,,370,190,
k33_pp_:3_i:370_j:210,log,factor,1.04678,0.82207875,1.293515,k33_pp_:3,1.0,0.0,1,,3,,,,,370,210,
k33_pp_:3_i:370_j:230,log,factor,0.994281,0.80688025,1.28407,k33_pp_:3,1.0,0.0,1,,3,,,,,370,230,
k33_pp_:3_i:370_j:250,log,factor,1.011485,0.81146475,1.239325,k33_pp_:3,1.0,0.0,1,,3,,,,,370,250,
k33_pp_:3_i:370_j:270,log,factor,0.9907655,0.83646,1.241305,k33_pp_:3,1.0,0.0,1,,3,,,,,370,270,
k33_pp_:3_i:370_j:290,log,factor,1.035355,0.7916165,1.2418975,k33_pp_:3,1.0,0.0,1,,3,,,,,370,290,
k33_pp_:3_i:370_j:310,log,factor,0.97563,0.800609,1.1855125,k33_pp_:3,1.0,0.0,1,,3,,,,,370,310,
k33_pp_:3_i:370_j:330,log,factor,0.9995025,0.82082275,1.2533875,k33_pp_:3,1.0,0.0,1,,3,,,,,370,330,
k33_pp_:3_i:370_j:350,log,factor,1.02352,0.8058255,1.2863,k33_pp_:3,1.0,0.0,1,,3,,,,,370,350,
k33_pp_:3_i:370_j:370,log,factor,0.9746635,0.77042875,1.18447,k33_pp_:3,1.0,0.0,1,,3,,,,,370,370,
k33_pp_:3_i:370_j:390,log,factor,1.035115,0.83273925,1.2398025,k33_pp_:3,1.0,0.0,1,,3,,,,,370,390,
k33_pp_:3_i:370_j:410,log,factor,0.982753,0.7949005,1.1918875,k33_pp_:3,1.0,0.0,1,,3,,,,,370,410,
k33_pp_:3_i:370_j:430,log,factor,1.02319,0.82327775,1.2817125,k33_pp_:3,1.0,0.0,1,,3,,,,,370,430,
k33_pp_:3_i:370_j:450,log,factor,1.03225,0.8271035,1.279215,k33_pp_:3,1.0,0.0,1,,3,,,,,370,450,
k33_pp_:3_i:370_j:470,log,factor,1.003505,0.8116985,1.2041175,k33_pp_:3,1.0,0.0,1,,3,,,,,370,470,
k33_pp_:3_i:370_j:490,log,factor,0.9918445,0.82811925,1.263745,k33_pp_:3,1.0,0.0,1,,3,,,,,370,490,
k33_pp_:3_i:370_j:510,log,factor,1.00447,0.7895425,1.229165,k33_pp_:3,1.0,0.0,1,,3,,,,,370,510,
k33_pp_:3_i:370_j:530,log,factor,1.029075,0.834249,1.235955,k33_pp_:3,1.0,0.0,1,,3,,,,,370,530,
k33_pp_:3_i:390_j:210,log,factor,0.9979525,0.824085,1.1863875,k33_pp_:3,1.0,0.0,1,,3,,,,,390,210,
k33_pp_:3_i:390_j:230,log,factor,1.000545,0.80987525,1.2036925,k33_pp_:3,1.0,0.0,1,,3,,,,,390,230,
k33_pp_:3_i:390_j:250,log,factor,0.9921295,0.80577575,1.197305,k33_pp_:3,1.0,0.0,1,,3,,,,,390,250,
k33_pp_:3_i:390_j:270,log,factor,1.00972,0.793556,1.2881125,k33_pp_:3,1.0,0.0,1,,3,,,,,390,270,
k33_pp_:3_i:390_j:290,log,factor,0.9877625,0.7820825,1.2132175,k33_pp_:3,1.0,0.0,1,,3,,,,,390,290,
k33_pp_:3_i:390_j:310,log,factor,0.976283,0.819094,1.209765,k33_pp_:3,1.0,0.0,1,,3,,,,,390,310,
k33_pp_:3_i:390_j:330,log,factor,1.016465,0.80651175,1.252505,k33_pp_:3,1.0,0.0,1,,3,,,,,390,330,
k33_pp_:3_i:390_j:350,log,factor,1.02557,0.805837,1.25472,k33_pp_:3,1.0,0.0,1,,3,,,,,390,350,
k33_pp_:3_i:390_j:370,log,factor,1.02335,0.8732155,1.2254875,k33_pp_:3,1.0,0.0,1,,3,,,,,390,370,
k33_pp_:3_i:390_j:390,log,factor,0.9823165,0.78782725,1.251595,k33_pp_:3,1.0,0.0,1,,3,,,,,390,390,
k33_pp_:3_i:390_j:410,log,factor,1.01508,0.81019525,1.2272225,k33_pp_:3,1.0,0.0,1,,3,,,,,390,410,
k33_pp_:3_i:390_j:430,log,factor,1.00898,0.82689125,1.249785,k33_pp_:3,1.0,0.0,1,,3,,,,,390,430,
k33_pp_:3_i:390_j:450,log,factor,0.9932755,0.81594575,1.21374,k33_pp_:3,1.0,0.0,1,,3,,,,,390,450,
k33_pp_:3_i:390_j:470,log,factor,0.9945285,0.82568475,1.2430425,k33_pp_:3,1.0,0.0,1,,3,,,,,390,470,
k33_pp_:3_i:390_j:490,log,factor,0.989773,0.792176,1.18084,k33_pp_:3,1.0,0.0,1,,3,,,,,390,490,
k33_pp_:3_i:390_j:510,log,factor,0.984487,0.81840975,1.1818475,k33_pp_:3,1.0,0.0,1,,3,,,,,390,510,
k33_pp_:3_i:410_j:210,log,factor,0.9957365,0.812092,1.1747025,k33_pp_:3,1.0,0.0,1,,3,,,,,410,210,
k33_pp_:3_i:410_j:230,log,factor,1.023335,0.8260755,1.2600175,k33_pp_:3,1.0,0.0,1,,3,,,,,410,230,
k33_pp_:3_i:410_j:250,log,factor,1.031845,0.846917,1.2608925,k33_pp_:3,1.0,0.0,1,,3,,,,,410,250,
k33_pp_:3_i:410_j:270,log,factor,0.9908515,0.79287375,1.259855,k33_pp_:3,1.0,0.0,1,,3,,,,,410,270,
k33_pp_:3_i:410_j:290,log,factor,1.01228,0.78628475,1.29389,k33_pp_:3,1.0,0.0,1,,3,,,,,410,290,
k33_pp_:3_i:410_j:310,log,factor,0.964861,0.81593775,1.22467,k33_pp_:3,1.0,0.0,1,,3,,,,,410,310,
k33_pp_:3_i:410_j:330,log,factor,1.01404,0.8505195,1.2437375,k33_pp_:3,1.0,0.0,1,,3,,,,,410,330,
k33_pp_:3_i:410_j:350,log,factor,0.979035,0.82682675,1.2156275,k33_pp_:3,1.0,0.0,1,,3,,,,,410,350,
k33_pp_:3_i:410_j:370,log,factor,1.00344,0.8310235,1.2130375,k33_pp_:3,1.0,0.0,1,,3,,,,,410,370,
k33_pp_:3_i:410_j:390,log,factor,0.998335,0.816449,1.230035,k33_pp_:3,1.0,0.0,1,,3,,,,,410,390,
k33_pp_:3_i:410_j:410,log,factor,1.04175,0.8347045,1.2689825,k33_pp_:3,1.0,0.0,1,,3,,,,,410,410,
k33_pp_:3_i:410_j:430,log,factor,0.9703215,0.7906805,1.19902,k33_pp_:3,1.0,0.0,1,,3,,,,,410,430,
k33_pp_:3_i:410_j:450,log,factor,0.957209,0.791504,1.2305425,k33_pp_:3,1.0,0.0,1,,3,,,,,410,450,
k33_pp_:3_i:410_j:470,log,factor,1.081085,0.857881,1.326775,k33_pp_:3,1.0,0.0,1,,3,,,,,410,470,
k33_pp_:3_i:410_j:490,log,factor,0.993122,0.78992125,1.18218,k33_pp_:3,1.0,0.0,1,,3,,,,,410,490,
k33_pp_:3_i:410_j:510,log,factor,1.002345,0.8178165,1.2382625,k33_pp_:3,1.0,0.0,1,,3,,,,,410,510,
k33_pp_:3_i:430_j:210,log,factor,0.9950415,0.80430375,1.1886,k33_pp_:3,1.0,0.0,1,,3,,,,,430,210,
k33_pp_:3_i:430_j:230,log,factor,0.9676135,0.786989,1.2130675,k33_pp_:3,1.0,0.0,1,,3,,,,,430,230,
k33_pp_:3_i:430_j:250,log,factor,1.028515,0.81007125,1.3207025,k33_pp_:3,1.0,0.0,1,,3,,,,,430,250,
k33_pp_:3_i:430_j:270,log,factor,0.9673545,0.79194325,1.2334325,k33_pp_:3,1.0,0.0,1,,3,,,,,430,270,
k33_pp_:3_i:430_j:290,log,factor,0.9740695,0.7909815,1.1988675,k33_pp_:3,1.0,0.0,1,,3,,,,,430,290,
k33_pp_:3_i:430_j:310,log,factor,1.022285,0.8606275,1.2804725,k33_pp_:3,1.0,0.0,1,,3,,,,,430,310,
k33_pp_:3_i:430_j:330,log,factor,0.9566955,0.76919875,1.2204925,k33_pp_:3,1.0,0.0,1,,3,,,,,430,330,
k33_pp_:3_i:430_j:350,log,factor,0.9961355,0.82229225,1.2196675,k33_pp_:3,1.0,0.0,1,,3,,,,,430,350,
k33_pp_:3_i:430_j:370,log,factor,0.974287,0.81382375,1.2055625,k33_pp_:3,1.0,0.0,1,,3,,,,,430,370,
k33_pp_:3_i:430_j:390,log,factor,1.00663,0.84950075,1.28428,k33_pp_:3,1.0,0.0,1,,3,,,,,430,390,
k33_pp_:3_i:430_j:410,log,factor,0.9946595,0.80633825,1.197935,k33_pp_:3,1.0,0.0,1,,3,,,,,430,410,
k33_pp_:3_i:430_j:430,log,factor,1.004625,0.8066755,1.195345,k33_pp_:3,1.0,0.0,1,,3,,,,,430,430,
k33_pp_:3_i:430_j:450,log,factor,0.987038,0.8057065,1.221055,k33_pp_:3,1.0,0.0,1,,3,,,,,430,450,
k33_pp_:3_i:430_j:470,log,factor,1.002325,0.81308,1.2103875,k33_pp_:3,1.0,0.0,1,,3,,,,,430,470,
k33_pp_:3_i:430_j:490,log,factor,1.0128,0.842394,1.2097675,k33_pp_:3,1.0,0.0,1,,3,,,,,430,490,
k33_pp_:3_i:430_j:510,log,factor,1.036805,0.81421525,1.2759575,k33_pp_:3,1.0,0.0,1,,3,,,,,430,510,
k33_pp_:3_i:450_j:230,log,factor,1.031795,0.86076925,1.30543,k33_pp_:3,1.0,0.0,1,,3,,,,,450,230,
k33_pp_:3_i:450_j:250,log,factor,0.9994065,0.82930475,1.22114,k33_pp_:3,1.0,0.0,1,,3,,,,,450,250,
k33_pp_:3_i:450_j:270,log,factor,0.9909955,0.798904,1.2508775,k33_pp_:3,1.0,0.0,1,,3,,,,,450,270,
k33_pp_:3_i:450_j:290,log,factor,1.027635,0.86591175,1.2783,k33_pp_:3,1.0,0.0,1,,3,,,,,450,290,
k33_pp_:3_i:450_j:310,log,factor,1.001555,0.82564675,1.23221,k33_pp_:3,1.0,0.0,1,,3,,,,,450,310,
k33_pp_:3_i:450_j:330,log,factor,1.021995,0.8052165,1.2100725,k33_pp_:3,1.0,0.0,1,,3,,,,,450,330,
k33_pp_:3_i:450_j:350,log,factor,0.9779295,0.8195035,1.2461075,k33_pp_:3,1.0,0.0,1,,3,,,,,450,350,
k33_pp_:3_i:450_j:370,log,factor,1.031675,0.844108,1.2489675,k33_pp_:3,1.0,0.0,1,,3,,,,,450,370,
k33_pp_:3_i:450_j:390,log,factor,1.00258,0.80452425,1.2224425,k33_pp_:3,1.0,0.0,1,,3,,,,,450,390,
k33_pp_:3_i:450_j:410,log,factor,1.061245,0.8842725,1.2735575,k33_pp_:3,1.0,0.0,1,,3,,,,,450,410,
k33_pp_:3_i:450_j:430,log,factor,0.996032,0.79642375,1.194465,k33_pp_:3,1.0,0.0,1,,3,,,,,450,430,
k33_pp_:3_i:450_j:450,log,factor,1.01296,0.81652225,1.248695,k33_pp_:3,1.0,0.0,1,,3,,,,,450,450,
k33_pp_:3_i:450_j:470,log,factor,0.99985,0.82098575,1.23819,k33_pp_:3,1.0,0.0,1,,3,,,,,450,470,
k33_pp_:3_i:450_j:490,log,factor,1.00037,0.78613975,1.1985975,k33_pp_:3,1.0,0.0,1,,3,,,,,450,490,
k33_pp_:3_i:450_j:510,log,factor,0.992939,0.79754675,1.23246,k33_pp_:3,1.0,0.0,1,,3,,,,,450,510,
k33_pp_:3_i:470_j:230,log,factor,0.9897195,0.804182,1.233965,k33_pp_:3,1.0,0.0,1,,3,,,,,470,230,
k33_pp_:3_i:470_j:250,log,factor,1.00398,0.83792825,1.2446225,k33_pp_:3,1.0,0.0,1,,3,,,,,470,250,
k33_pp_:3_i:470_j:270,log,factor,0.9984565,0.810421,1.2465975,k33_pp_:3,1.0,0.0,1,,3,,,,,470,270,
k33_pp_:3_i:470_j:290,log,factor,0.969634,0.784308,1.1966225,k33_pp_:3,1.0,0.0,1,,3,,,,,470,290,
k33_pp_:3_i:470_j:310,log,factor,1.01392,0.77928625,1.26237,k33_pp_:3,1.0,0.0,1,,3,,,,,470,310,
k33_pp_:3_i:470_j:330,log,factor,1.0304,0.818158,1.2856575,k33_pp_:3,1.0,0.0,1,,3,,,,,470,330,
k33_pp_:3_i:470_j:350,log,factor,1.016765,0.82146,1.24985,k33_pp_:3,1.0,0.0,1,,3,,,,,470,350,
k33_pp_:3_i:470_j:370,log,factor,0.9987785,0.8142845,1.27217,k33_pp_:3,1.0,0.0,1,,3,,,,,470,370,
k33_pp_:3_i:470_j:390,log,factor,0.9941385,0.8108925,1.265535,k33_pp_:3,1.0,0.0,1,,3,,,,,470,390,
k33_pp_:3_i:470_j:410,log,factor,1.03225,0.8422975,1.252665,k33_pp_:3,1.0,0.0,1,,3,,,,,470,410,
k33_pp_:3_i:470_j:430,log,factor,1.044365,0.82278,1.263715,k33_pp_:3,1.0,0.0,1,,3,,,,,470,430,
k33_pp_:3_i:470_j:450,log,factor,0.9890365,0.78110825,1.232405,k33_pp_:3,1.0,0.0,1,,3,,,,,470,450,
k33_pp_:3_i:470_j:470,log,factor,0.9898345,0.77757625,1.20539,k33_pp_:3,1.0,0.0,1,,3,,,,,470,470,
k33_pp_:3_i:470_j:490,log,factor,0.9818665,0.784055,1.2177275,k33_pp_:3,1.0,0.0,1,,3,,,,,470,490,
k33_pp_:3_i:470_j:510,log,factor,1.02793,0.8195885,1.3087425,k33_pp_:3,1.0,0.0,1,,3,,,,,470,510,
k33_pp_:3_i:470_j:530,log,factor,1.054335,0.84377675,1.2487,k33_pp_:3,1.0,0.0,1,,3,,,,,470,530,
k33_pp_:3_i:490_j:270,log,factor,0.987376,0.78863075,1.22124,k33_pp_:3,1.0,0.0,1,,3,,,,,490,270,
k33_pp_:3_i:490_j:290,log,factor,1.031345,0.830784,1.2635025,k33_pp_:3,1.0,0.0,1,,3,,,,,490,290,
k33_pp_:3_i:490_j:310,log,factor,0.967291,0.76983225,1.242415,k33_pp_:3,1.0,0.0,1,,3,,,,,490,310,
k33_pp_:3_i:490_j:330,log,factor,1.01436,0.81572825,1.2672625,k33_pp_:3,1.0,0.0,1,,3,,,,,490,330,
k33_pp_:3_i:490_j:350,log,factor,0.9481555,0.78777725,1.2276675,k33_pp_:3,1.0,0.0,1,,3,,,,,490,350,
k33_pp_:3_i:490_j:370,log,factor,1.010115,0.81560825,1.256595,k33_pp_:3,1.0,0.0,1,,3,,,,,490,370,
k33_pp_:3_i:490_j:390,log,factor,0.98062,0.815219,1.2293925,k33_pp_:3,1.0,0.0,1,,3,,,,,490,390,
k33_pp_:3_i:490_j:410,log,factor,1.03983,0.854483,1.263805,k33_pp_:3,1.0,0.0,1,,3,,,,,490,410,
k33_pp_:3_i:490_j:430,log,factor,0.989282,0.8081065,1.2264625,k33_pp_:3,1.0,0.0,1,,3,,,,,490,430,
k33_pp_:3_i:490_j:450,log,factor,0.994683,0.8169065,1.20486,k33_pp_:3,1.0,0.0,1,,3,,,,,490,450,
k33_pp_:3_i:490_j:470,log,factor,1.006585,0.816269,1.2280875,k33_pp_:3,1.0,0.0,1,,3,,,,,490,470,
k33_pp_:3_i:490_j:490,log,factor,0.9870375,0.83873575,1.20243,k33_pp_:3,1.0,0.0,1,,3,,,,,490,490,
k33_pp_:3_i:490_j:510,log,factor,0.9984835,0.81160925,1.249305,k33_pp_:3,1.0,0.0,1,,3,,,,,490,510,
k33_pp_:3_i:510_j:290,log,factor,0.976482,0.78413275,1.179815,k33_pp_:3,1.0,0.0,1,,3,,,,,510,290,
k33_pp_:3_i:510_j:310,log,factor,0.992854,0.81294075,1.2571225,k33_pp_:3,1.0,0.0,1,,3,,,,,510,310,
k33_pp_:3_i:510_j:330,log,factor,1.007545,0.821469,1.21611,k33_pp_:3,1.0,0.0,1,,3,,,,,510,330,
k33_pp_:3_i:510_j:350,log,factor,0.995266,0.8034935,1.2307775,k33_pp_:3,1.0,0.0,1,,3,,,,,510,350,
k33_pp_:3_i:510_j:370,log,factor,0.9937265,0.8241485,1.2128125,k33_pp_:3,1.0,0.0,1,,3,,,,,510,370,
k33_pp_:3_i:510_j:390,log,factor,1.02597,0.8306135,1.240685,k33_pp_:3,1.0,0.0,1,,3,,,,,510,390,
k33_pp_:3_i:510_j:410,log,factor,1.02135,0.8214235,1.2446475,k33_pp_:3,1.0,0.0,1,,3,,,,,510,410,
k33_pp_:3_i:510_j:430,log,factor,1.018005,0.85622475,1.231525,k33_pp_:3,1.0,0.0,1,,3,,,,,510,430,
k33_pp_:3_i:510_j:450,log,factor,0.991181,0.783972,1.2168925,k33_pp_:3,1.0,0.0,1,,3,,,,,510,450,
k33_pp_:3_i:510_j:470,log,factor,1.01613,0.84101575,1.25138,k33_pp_:3,1.0,0.0,1,,3,,,,,510,470,
k33_pp_:3_i:510_j:490,log,factor,1.003655,0.812936,1.2259975,k33_pp_:3,1.0,0.0,1,,3,,,,,510,490,
k33_pp_:3_i:510_j:510,log,factor,0.981207,0.80475475,1.24759,k33_pp_:3,1.0,0.0,1,,3,,,,,510,510,
